"1splitHere46","9172375splitHere46","Runtime rt = Rintime.getRuntime() ;     <newline46mondego>Process p => rt.exec(<doubleQuotes46>Program.exe<doubleQuotes46>) ;     <newline46mondego>"
"13splitHere46","9173593splitHere46","# Create ROOT logger(main logger) with level INFO, and add to it 2 appenders:<newline46mondego># FILE_INFO, FILE_WARN. This means that all loggers by default will writes messages<newline46mondego># in this 2 file appenders, with level INFO or higher<newline46mondego>log4j.rootLogger=INFO, FILE_INFO, FILE_WARN<newline46mondego><newline46mondego>######## LEVELS:<newline46mondego># Set logging level to WARN for all classes and subclasses in package <newline46mondego># com.taxware.mgmt.CustomerManager<newline46mondego>log4j.category.com.taxware.mgmt.CustomerManager=WARN<newline46mondego><newline46mondego>######## APPENDERS:<newline46mondego><newline46mondego># FILE_INFO<newline46mondego># Type of appender<newline46mondego>log4j.appender.FILE_INFO=org.apache.log4j.RollingFileAppender<newline46mondego># File where to save all messages<newline46mondego>log4j.appender.FILE_INFO.File=D:/CSVExportLogs/CSVExportLogFile-INFO.log<newline46mondego># Max file size, after that will be created new log file, and old file will be renamed<newline46mondego>log4j.appender.FILE_INFO.MaxFileSize=100KB<newline46mondego># Maximum amount of old log files.<newline46mondego>log4j.appender.FILE_INFO.MaxBackupIndex=100<newline46mondego># Patter of messages.<newline46mondego>log4j.appender.FILE_INFO.layout=org.apache.log4j.PatternLayout<newline46mondego>log4j.appender.FILE_INFO.layout.ConversionPattern=%d{ISO8601} [%-5p][%-24.24t][%32.32c] - %m%n<newline46mondego># Custom level for appender. In this file will be add only messages with level INFO or highter<newline46mondego>log4j.appender.FILE_INFO.Threshold=INFO<newline46mondego><newline46mondego># FILE_WARN file appender<newline46mondego>log4j.appender.FILE_WARN=org.apache.log4j.RollingFileAppender<newline46mondego>log4j.appender.FILE_WARN.File=D:/CSVExportLogs/CSVExportLogFile-WARN.log<newline46mondego>log4j.appender.FILE_WARN.MaxFileSize=50KB<newline46mondego>log4j.appender.FILE_WARN.MaxBackupIndex=10<newline46mondego>log4j.appender.FILE_WARN.layout=org.apache.log4j.PatternLayout<newline46mondego>log4j.appender.FILE_WARN.layout.ConversionPattern=%d{ISO8601} [%-5p][%-24.24t][%32.32c] - %m%n<newline46mondego># Custom level for appender. In this file will be add only messages with level WARN or highter<newline46mondego>log4j.appender.FILE_WARN.Threshold=WARN<newline46mondego>"
"14splitHere46","9173881splitHere46","ResultSetMetaData rsmd = rs.getMetaData();<newline46mondego>rsmd.getColumnType(column);<newline46mondego>"
"15splitHere46","9174074splitHere46","setEntry()"
"16splitHere46","9174074splitHere46","KeyStore.PrivateKeyEntry"
"17splitHere46","9174074splitHere46","store()"
"18splitHere46","9174074splitHere46","Stream"
"19splitHere46","9174074splitHere46","FileOutputStream"
"20splitHere46","9174163splitHere46","res.setHeader(<doubleQuotes46>Pragma<doubleQuotes46>, <doubleQuotes46>no-cache<doubleQuotes46>);"
"21splitHere46","9174192splitHere46","Pattern p = Pattern.compile(<doubleQuotes46>((\\w)\\2(?!\\2))((\\w)\\4)<doubleQuotes46>);<newline46mondego>"
"22splitHere46","9174192splitHere46","1"
"23splitHere46","9174192splitHere46","3"
"24splitHere46","9174226splitHere46","<doubleQuotes46><doubleQuotes46>"
"25splitHere46","9174226splitHere46","<doubleQuotes46><doubleQuotes46>"
"26splitHere46","9174226splitHere46","NULL"
"27splitHere46","9174226splitHere46","<doubleQuotes46><doubleQuotes46>"
"28splitHere46","9174226splitHere46","''"
"29splitHere46","9174226splitHere46","<doubleQuotes46>abc<doubleQuotes46>"
"30splitHere46","9174226splitHere46","NULL"
"31splitHere46","9174226splitHere46","<doubleQuotes46><doubleQuotes46>"
"32splitHere46","9174226splitHere46","''"
"33splitHere46","9174226splitHere46","null"
"34splitHere46","9174226splitHere46","NULL"
"35splitHere46","9174226splitHere46","NULL"
"36splitHere46","9174226splitHere46","NULL"
"37splitHere46","9174226splitHere46","''"
"38splitHere46","9174403splitHere46","Object o = Class.forName(type).newInstance();<newline46mondego>"
"39splitHere46","9174403splitHere46","Object o = Class.forName(type)<newline46mondego>                .getConstructor(int.class, String.class, String.class)<newline46mondego>                .newInstance(intValue, string1, string2);<newline46mondego>"
"40splitHere46","9174403splitHere46","Object o = getClass().getMethod(<doubleQuotes46>create_<doubleQuotes46> + type).invoke(null);<newline46mondego><newline46mondego>static Object1 create_object1() {<newline46mondego>     return new Object1(/* with args */);<newline46mondego>}<newline46mondego><newline46mondego>static Object2 create_object2() {<newline46mondego>     return new Object2(/* with other args */);<newline46mondego>}<newline46mondego>"
"41splitHere46","9174403splitHere46","Object o;<newline46mondego>switch(type) { // in Java 7<newline46mondego>    case <doubleQuotes46>object1<doubleQuotes46>: o = new Object1(); break;<newline46mondego>    case <doubleQuotes46>object2<doubleQuotes46>: o = new Object2(); break;<newline46mondego>"
"42splitHere46","9174546splitHere46","private void tokenize() <newline46mondego>"
"43splitHere46","9174546splitHere46","List<String> tokens"
"44splitHere46","9174546splitHere46","incrementToken"
"45splitHere46","9174546splitHere46","attribute"
"46splitHere46","9174546splitHere46","null"
"47splitHere46","9174546splitHere46","incrementToken()"
"48splitHere46","9174546splitHere46","termAttribute"
"49splitHere46","9174546splitHere46","termAttribute.append(tokens.get(tokenIndex));<newline46mondego>"
"50splitHere46","9174546splitHere46","private CharTermAttribute termAttribute = addAttribute(CharTermAttribute.class);<newline46mondego>"
"51splitHere46","9174547splitHere46","<doubleQuotes46>//*[@id = 'myId']<doubleQuotes46>."
"52splitHere46","9174547splitHere46","org.apache.xml.security.utils.IdResolve"
"53splitHere46","9174547splitHere46","IdResolver.getElementById(doc, id)"
"54splitHere46","9174663splitHere46","ReflectionToStringBuilder"
"55splitHere46","9174663splitHere46","String dump = ReflectionToStringBuilder.toString(object);<newline46mondego>"
"56splitHere46","9174663splitHere46","Object"
"57splitHere46","9174663splitHere46","Object"
"58splitHere46","9174705splitHere46","import java.awt.AWTException;<newline46mondego>import java.awt.Robot;<newline46mondego>import java.awt.event.KeyEvent;<newline46mondego>import javax.swing.*;<newline46mondego>import java.awt.event.*;<newline46mondego>import java.awt.*;<newline46mondego><newline46mondego>public class RobotTest extends JFrame<newline46mondego>{<newline46mondego>    JTextField bookIDText;<newline46mondego><newline46mondego>    public RobotTest() throws AWTException<newline46mondego>    {<newline46mondego>        final Robot robot = new Robot();<newline46mondego>        bookIDText = new JTextField();<newline46mondego>        this.add(bookIDText);<newline46mondego>        bookIDText.addActionListener( new ActionListener(){<newline46mondego>            public void actionPerformed(ActionEvent ae) {<newline46mondego>                String words = bookIDText.getText().toString();<newline46mondego>                System.out.println(<doubleQuotes46>Action on <doubleQuotes46> + words);<newline46mondego>                if (words.equals(<doubleQuotes46>W<doubleQuotes46>))<newline46mondego>                {<newline46mondego>                    System.out.println(<doubleQuotes46>Pressing key<doubleQuotes46>);<newline46mondego>                    robot.keyPress(KeyEvent.VK_H);<newline46mondego>                }<newline46mondego>            }<newline46mondego>        } );<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) throws Exception<newline46mondego>    {<newline46mondego>        RobotTest frame = new RobotTest();<newline46mondego>        frame.pack();<newline46mondego>        frame.setVisible(true);<newline46mondego>        frame.setResizable( false );<newline46mondego>        frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"59splitHere46","9174705splitHere46","Action on W<newline46mondego>Pressing key<newline46mondego>Press any key to continue . . .<newline46mondego>"
"60splitHere46","9174858splitHere46","wsimport -keep http://url.com"
"61splitHere46","9174858splitHere46","wsdl2java"
"62splitHere46","9174858splitHere46","bin"
"63splitHere46","9175054splitHere46","boolean t2 = tableModel.getClass().equals(TableModel1.class); //False<newline46mondego>boolean t2 = tableModel.getClass().equals(TableModel2.class); //True<newline46mondego>"
"64splitHere46","9175128splitHere46","public class Test {<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego><newline46mondego>        MyCar car = ...;<newline46mondego>        car.getEngine().getMileage();<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>interface Car {<newline46mondego>    Engine getEngine();<newline46mondego>}<newline46mondego><newline46mondego>interface MyCar extends Car {<newline46mondego>    PetrolEngine getEngine();<newline46mondego>}<newline46mondego><newline46mondego>interface Engine {<newline46mondego>}<newline46mondego><newline46mondego>interface PetrolEngine extends Engine {<newline46mondego>    String getMileage();<newline46mondego>}<newline46mondego>"
"65splitHere46","9175210splitHere46","@RequestScoped<newline46mondego>public class YourBean{<newline46mondego><newline46mondego>    @Inject<newline46mondego>    private MyFacade facade;<newline46mondego><newline46mondego>    //bean created with builder<newline46mondego>    private MyBean bean;<newline46mondego><newline46mondego>    public String someMethodExecutedwithEL(){<newline46mondego>        //build your object here and save it with the dao layer<newline46mondego>        facade.save(objectFromBuilder);<newline46mondego>    }<newline46mondego>    @PostConstruct<newline46mondego>    public void init(){<newline46mondego>        //create your bean with builder pattern<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"66splitHere46","9175330splitHere46","replace(CharSequence, CharSequence)"
"67splitHere46","9175493splitHere46","Derived.ERROR"
"68splitHere46","9175493splitHere46","Derived"
"69splitHere46","9175493splitHere46","Derived"
"70splitHere46","9175493splitHere46","Base"
"71splitHere46","9175493splitHere46","Base.ERROR"
"72splitHere46","9175493splitHere46","Derived.ERROR"
"73splitHere46","9175590splitHere46","<soap:calculateValues>"
"74splitHere46","9175590splitHere46","<operation name=<doubleQuotes46>getCalculateValues<doubleQuotes46>>"
"75splitHere46","9175590splitHere46","<soap:address location=<doubleQuotes46>http://blog.jdevelop.eu:80/services<doubleQuotes46>/>"
"76splitHere46","9175633splitHere46","import java.util.Arrays;<newline46mondego>import java.util.Comparator;<newline46mondego><newline46mondego>public class MyCmp implements Comparator<String> {<newline46mondego><newline46mondego>    @Override<newline46mondego>    public int compare(String o1, String o2) {<newline46mondego>        String[] parts1 = o1.split(<doubleQuotes46>\\.<doubleQuotes46>);<newline46mondego>        String[] parts2 = o2.split(<doubleQuotes46>\\.<doubleQuotes46>);<newline46mondego>        int max = Math.max(parts1.length, parts2.length);<newline46mondego>        for (int i = 0; i < max; i++) {<newline46mondego>            if (i < parts1.length && i < parts2.length) {<newline46mondego>                Integer i1 = Integer.parseInt(parts1[i]);<newline46mondego>                Integer i2 = Integer.parseInt(parts2[i]);<newline46mondego>                if (i1 == i2)<newline46mondego>                    continue;<newline46mondego>                return i1.compareTo(i2);<newline46mondego>            }<newline46mondego>            if (i < parts1.length) {<newline46mondego>                return 1;<newline46mondego>            }<newline46mondego>            if (i < parts2.length) {<newline46mondego>                return -1;<newline46mondego>            }<newline46mondego>        }<newline46mondego>        return 0;<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        String[] menuIndex = { <doubleQuotes46>0<doubleQuotes46>,<newline46mondego>                <doubleQuotes46>1<doubleQuotes46>,<newline46mondego>                <doubleQuotes46>2<doubleQuotes46>,<newline46mondego>                <doubleQuotes46>3<doubleQuotes46>,<newline46mondego>                <doubleQuotes46>0.0<doubleQuotes46>,<newline46mondego>                <doubleQuotes46>0.0.1<doubleQuotes46>,<newline46mondego>                <doubleQuotes46>0.0.0<doubleQuotes46>,<newline46mondego>                <doubleQuotes46>0.0.4<doubleQuotes46>,<newline46mondego>                <doubleQuotes46>14<doubleQuotes46>,<newline46mondego>                <doubleQuotes46>14.0<doubleQuotes46>,<newline46mondego>                <doubleQuotes46>0.1<doubleQuotes46> };<newline46mondego>        Arrays.sort(menuIndex, new MyCmp());<newline46mondego>        System.out.println(Arrays.toString(menuIndex));<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"77splitHere46","9175723splitHere46","PRIVMSG <msgtarget> <message><newline46mondego>"
"78splitHere46","9175723splitHere46","PRIVMSG"
"79splitHere46","9176042splitHere46","String getNext(String current)<newline46mondego>"
"80splitHere46","9176299splitHere46","SwingWorker"
"81splitHere46","9176299splitHere46","ProgressMonitorInputStream"
"82splitHere46","9176472splitHere46","public enum MySingleton {<newline46mondego>   SOLE;<newline46mondego>   //all class stuff<newline46mondego>}<newline46mondego>"
"83splitHere46","9176472splitHere46","MySingleton.SOLE"
"84splitHere46","9176472splitHere46","MySingleton.SOLE"
"85splitHere46","9176620splitHere46","TimerTask"
"86splitHere46","9176776splitHere46","Integer"
"87splitHere46","9176776splitHere46","String"
"88splitHere46","9176776splitHere46","Z"
"89splitHere46","9176776splitHere46","a"
"90splitHere46","9176776splitHere46","10"
"91splitHere46","9176776splitHere46","2"
"92splitHere46","9176784splitHere46","RestTemplate"
"93splitHere46","9176784splitHere46","MultiValueMap<String, String>"
"94splitHere46","9176784splitHere46","application/x-www-form-urlencoded"
"95splitHere46","9176806splitHere46","new SimpleDateFormat(<doubleQuotes46>HH:mm:ss<doubleQuotes46>);<newline46mondego><newline46mondego>Thu Jan 01 01:05:00 CET 1970<newline46mondego>"
"96splitHere46","9176806splitHere46","time = (Date)timeSpinner[i].getValue();<newline46mondego>"
"97splitHere46","9176806splitHere46","String formattedDate = format.format(time);<newline46mondego>"
"98splitHere46","9176886splitHere46","user.home<newline46mondego>user.dir<newline46mondego>java.io.tmpdir<newline46mondego>"
"99splitHere46","9176886splitHere46","System.getProperty(<doubleQuotes46>user.home<doubleQuotes46>);<newline46mondego>"
"100splitHere46","9176900splitHere46","ITableLabelProvider"
"101splitHere46","9176900splitHere46","TreeViewerColumn"
"102splitHere46","9176900splitHere46","ColumnLabelProvider"
"103splitHere46","9177014splitHere46","import java.io.*;  <newline46mondego><newline46mondego>    class Test {<newline46mondego>    public static void main(String args[]) throws IOException {<newline46mondego>        DataInputStream dis = new DataInputStream(System.in);<newline46mondego>        String name[] = new String[10];<newline46mondego>        float s1[] = new float[10];<newline46mondego>        float s2[] = new float[10];<newline46mondego>        float s3[] = new float[10];<newline46mondego>        float s4[] = new float[10];<newline46mondego>        float tot[] = new float[10];<newline46mondego>        float avrg[] = new float[10];<newline46mondego>        float rankAvg[] = new float[10];<newline46mondego>        int rank[] = new int[10];<newline46mondego>        float total = 0;<newline46mondego>        float avg = 0;<newline46mondego><newline46mondego>        for (int i = 0; i < 4; i++) {<newline46mondego><newline46mondego>            total = 0;<newline46mondego>            avg = 0;<newline46mondego>            System.out.println(<doubleQuotes46>Enter Name : <doubleQuotes46>);<newline46mondego>            String j = dis.readLine();<newline46mondego>            name[i] = j;<newline46mondego>            System.out.println(<doubleQuotes46>Enter Mark1 : <doubleQuotes46>);<newline46mondego>            String y = dis.readLine();<newline46mondego>            float x = Float.parseFloat(y);<newline46mondego>            s1[i] = x;<newline46mondego>            System.out.println(<doubleQuotes46>Enter Mark2 : <doubleQuotes46>);<newline46mondego>            String n = dis.readLine();<newline46mondego>            float m = Float.parseFloat(n);<newline46mondego>            s2[i] = m;<newline46mondego>            System.out.println(<doubleQuotes46>Enter Mark3 : <doubleQuotes46>);<newline46mondego>            String v = dis.readLine();<newline46mondego>            float u = Float.parseFloat(v);<newline46mondego>            s3[i] = u;<newline46mondego>            System.out.println(<doubleQuotes46>Enter Mark4 : <doubleQuotes46>);<newline46mondego>            String a = dis.readLine();<newline46mondego>            float b = Float.parseFloat(a);<newline46mondego>            s4[i] = b;<newline46mondego>            total = x + m + u + b;<newline46mondego>            tot[i] = total;<newline46mondego>            avg = total / 4;<newline46mondego>            avrg[i] = avg;<newline46mondego>            rankAvg[i]= avrg[i];<newline46mondego>        }<newline46mondego><newline46mondego>        for(int i=0; i<4; i++){<newline46mondego><newline46mondego>            for(int j=i+1;j<4;j++){<newline46mondego><newline46mondego>                if(rankAvg[i] < rankAvg[j]){<newline46mondego>                    float t = rankAvg[j];<newline46mondego>                    rankAvg[j] = rankAvg[i];<newline46mondego>                    rankAvg[i] = t;<newline46mondego>                }<newline46mondego><newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>        System.out.println();<newline46mondego>        System.out.println(<doubleQuotes46>Name<doubleQuotes46> + <doubleQuotes46>\t<doubleQuotes46> + <doubleQuotes46>Sub_1<doubleQuotes46> + <doubleQuotes46>\t<doubleQuotes46> + <doubleQuotes46>Sub_2<doubleQuotes46> + <doubleQuotes46>\t<doubleQuotes46> + <doubleQuotes46>Sub_3<doubleQuotes46> + <doubleQuotes46>\t<doubleQuotes46> + <doubleQuotes46>Sub_4<doubleQuotes46> + <doubleQuotes46>\t<doubleQuotes46> + <doubleQuotes46>Total<doubleQuotes46> + <doubleQuotes46>\t<doubleQuotes46> + <doubleQuotes46>Avg<doubleQuotes46> + <doubleQuotes46>\t<doubleQuotes46> + <doubleQuotes46>Rank<doubleQuotes46>);<newline46mondego>        System.out.println();<newline46mondego><newline46mondego>        for (int k = 0; k < 4; k++) {<newline46mondego><newline46mondego>            System.out.println(name[k] + <doubleQuotes46>\t<doubleQuotes46> + s1[k] + <doubleQuotes46>\t<doubleQuotes46> + s2[k] + <doubleQuotes46>\t<doubleQuotes46> + s3[k] + <doubleQuotes46>\t<doubleQuotes46> + s4[k] + <doubleQuotes46>\t<doubleQuotes46> + tot[k] + <doubleQuotes46>\t<doubleQuotes46> + avrg[k] + <doubleQuotes46>\t<doubleQuotes46> + findRank(avrg, rankAvg, k));<newline46mondego>        }<newline46mondego><newline46mondego>        System.out.println();<newline46mondego>    }<newline46mondego><newline46mondego>    public static int findRank(float[] avrg, float[] rankAvg, int k){<newline46mondego>        int rank=0;<newline46mondego>        for(int i=0; i<4; i++){<newline46mondego>            if(avrg[k] == rankAvg[i]){<newline46mondego>                rank=i+1;<newline46mondego>            }<newline46mondego>        }<newline46mondego>        return rank;<newline46mondego>    }<newline46mondego>}  <newline46mondego>"
"104splitHere46","9177100splitHere46","\\|<newline46mondego>"
"105splitHere46","9177246splitHere46","//get idHasBeenGenerated from prefs with default false<newline46mondego>if(!idHasBeenGenerated)<newline46mondego>{<newline46mondego>//generate ID<newline46mondego>//change value of idHasBeenGenerated to true and save in shared prefs.<newline46mondego>}<newline46mondego>"
"106splitHere46","9177246splitHere46","SharedPreferences prefs =PreferenceManager.getDefaultSharedPreferences(getApplicationContext());<newline46mondego>boolean idHasBeenGenerated = prefs.getBoolean(<doubleQuotes46>idgenerated<doubleQuotes46>, false);<newline46mondego><newline46mondego>if(!idHasBeenGenerated){<newline46mondego>    String uuid = UUID.randomUUID().toString();<newline46mondego><newline46mondego>//do your thing with PreferenceConnector<newline46mondego>    Editor editor=prefs.edit();<newline46mondego>    editor.putBoolean(<doubleQuotes46>idgenerated<doubleQuotes46>, true);<newline46mondego>    editor.commit();<newline46mondego>}else{          <newline46mondego>    //Do nothing ID has already been generated<newline46mondego>}<newline46mondego>"
"107splitHere46","9177312splitHere46","scanLength"
"108splitHere46","9177312splitHere46","width"
"109splitHere46","9177312splitHere46","scanLength > width"
"110splitHere46","9177404splitHere46","SpinnerNumberModel"
"111splitHere46","9177404splitHere46","SpinnerDateModel"
"112splitHere46","9177404splitHere46","null"
"113splitHere46","9177404splitHere46","null"
"114splitHere46","9177404splitHere46","SpinnerModel"
"115splitHere46","9177466splitHere46","\n"
"116splitHere46","9177466splitHere46","\r"
"117splitHere46","9177466splitHere46","\n"
"118splitHere46","9177466splitHere46","<br/>"
"119splitHere46","9177466splitHere46","\r"
"120splitHere46","9177466splitHere46","\n\r"
"121splitHere46","9177466splitHere46","\n"
"122splitHere46","9177466splitHere46","\r"
"123splitHere46","9177466splitHere46","\n\r"
"124splitHere46","9177466splitHere46","String artistText = artistInfo.getWikiText();<newline46mondego>Log.i(<doubleQuotes46>Log<doubleQuotes46>, artistText);<newline46mondego>artistText = artistText.replaceAll(<doubleQuotes46>\n\r<doubleQuotes46>, <doubleQuotes46><br /><doubleQuotes46>);<newline46mondego>artistText = artistText.replaceAll(<doubleQuotes46>\n<doubleQuotes46>, <doubleQuotes46><br /><doubleQuotes46>);<newline46mondego>artistText = artistText.replaceAll(<doubleQuotes46>\r<doubleQuotes46>, <doubleQuotes46><br /><doubleQuotes46>);<newline46mondego>System.out.println(artistText);<newline46mondego>txtWiki.setText(Html.fromHtml(artistText));<newline46mondego>"
"125splitHere46","9177475splitHere46","PreparedStatement"
"126splitHere46","9177475splitHere46","pre-compiled"
"127splitHere46","9177482splitHere46","import javax.swing.*;<newline46mondego><newline46mondego>class SplitPaneDefault {<newline46mondego>    public static void main(String[] args) {<newline46mondego>        SwingUtilities.invokeLater(new Runnable() {<newline46mondego>            public void run() {<newline46mondego>                JSplitPane sp = new JSplitPane(<newline46mondego>                    JSplitPane.HORIZONTAL_SPLIT,<newline46mondego>                    new JTree(),<newline46mondego>                    new JTree());<newline46mondego>                sp.setOneTouchExpandable(true);<newline46mondego>                sp.setDividerLocation(0.0);<newline46mondego>                JOptionPane.showMessageDialog(null, sp);<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"128splitHere46","9177482splitHere46","import javax.swing.*;<newline46mondego><newline46mondego>class SplitPaneDefault {<newline46mondego>    public static void main(String[] args) {<newline46mondego>        SwingUtilities.invokeLater(new Runnable() {<newline46mondego>            public void run() {<newline46mondego>                JSplitPane sp = new JSplitPane(<newline46mondego>                    JSplitPane.HORIZONTAL_SPLIT,<newline46mondego>                    new JTree(),<newline46mondego>                    new JTree());<newline46mondego>                sp.setOneTouchExpandable(true);<newline46mondego>                JFrame f = new JFrame(<doubleQuotes46>Split Pane To Right<doubleQuotes46>);<newline46mondego>                f.add(sp);<newline46mondego>                f.pack();<newline46mondego>                // sp now has a non-zero size!<newline46mondego>                sp.setDividerLocation(1.0);<newline46mondego>                f.setLocationByPlatform(true);<newline46mondego>                f.setDefaultCloseOperation(JFrame.DISPOSE_ON_CLOSE);<newline46mondego>                f.setVisible(true);<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"129splitHere46","9177526splitHere46","<doubleQuotes46>"
"130splitHere46","9177526splitHere46","id=(\\S+)"
"131splitHere46","9177526splitHere46","<doubleQuotes46>"
"132splitHere46","9177526splitHere46","<doubleQuotes46>"
"133splitHere46","9177526splitHere46","someAttribute=\\<doubleQuotes46>([^<doubleQuotes46>]+)"
"134splitHere46","9177680splitHere46","Integer i = null;<newline46mondego>if (i.intValue() == 3)<newline46mondego>"
"135splitHere46","9177680splitHere46","i.intValue()"
"136splitHere46","9177680splitHere46","i"
"137splitHere46","9177680splitHere46","null"
"138splitHere46","9178411splitHere46","BitmapFactory"
"139splitHere46","9178411splitHere46","decodeByteArray()"
"140splitHere46","9178466splitHere46","com.sybase.jdbc3.jdbc.SybDriver"
"141splitHere46","9178466splitHere46","com.sybase.jdbc2.jdbc.SybDriver"
"142splitHere46","9178783splitHere46","CoverArt"
"143splitHere46","9178783splitHere46","Song"
"144splitHere46","9178783splitHere46","CoverArt"
"145splitHere46","9178783splitHere46","@OneToMany<newline46mondego>@JoinColumn(...)<newline46mondego>private List<CoverArt> coverArts; // note the final s, since it's plural<newline46mondego>"
"146splitHere46","9178783splitHere46","CoverArt"
"147splitHere46","9178783splitHere46","Artwork"
"148splitHere46","9178783splitHere46","@OneToOne<newline46mondego>@JoinColumn(...)<newline46mondego>private Artwork artwork;<newline46mondego>"
"149splitHere46","9178890splitHere46","abstract void Area();<newline46mondego>"
"150splitHere46","9178890splitHere46","abstract"
"151splitHere46","9178906splitHere46","+-----+-----+<newline46mondego>|  A  |     |<newline46mondego>+-----+  C  |<newline46mondego>|  B  |     |<newline46mondego>+-----+-----+<newline46mondego>"
"152splitHere46","9178906splitHere46","|  x  y  width  height<newline46mondego>--+---------------------<newline46mondego>A |  0  0    1       1 <newline46mondego>B |  0  1    1       1 <newline46mondego>C |  1  0    1       2 <newline46mondego>"
