"1splitHere46","23363491splitHere46","public static <T extends Module> T initializeModule(Class<T> myClass) {<newline46mondego>    T module = null;<newline46mondego>    try {<newline46mondego>        module = myClass.newInstance();<newline46mondego>    } catch (SecurityException e) {<newline46mondego>        throw new ModuleException(e);<newline46mondego>    } catch (InstantiationException e) {<newline46mondego>        throw new ModuleException(e);<newline46mondego>    } catch (IllegalAccessException e) {<newline46mondego>        throw new ModuleException(e);<newline46mondego>    }<newline46mondego>    return module;<newline46mondego>}<newline46mondego>"
"21splitHere46","23364740splitHere46","((Unsubcriber ) AopContext.currentProxy()).newPrint();<newline46mondego>"
"22splitHere46","23364924splitHere46","System.getenv()"
"23splitHere46","23364950splitHere46","public static byte[] objToByte(TcpPacket tcpPacket ) throws IOException {<newline46mondego><newline46mondego>            ByteArrayOutputStream byteStream = new ByteArrayOutputStream();<newline46mondego>            ObjectOutputStream objStream = new ObjectOutputStream(byteStream );<newline46mondego>            objStream .writeObject(tcpPacket );<newline46mondego><newline46mondego>            return byteStream .toByteArray();<newline46mondego>        }<newline46mondego><newline46mondego>        public static Object byteToObj(byte[] bytes) throws    IOException,ClassNotFoundException {<newline46mondego><newline46mondego>            ByteArrayInputStream byteStream  = new ByteArrayInputStream(bytes);<newline46mondego>            ObjectInputStream objStream  = new ObjectInputStream(byteStream );<newline46mondego><newline46mondego>            return objStream .readObject();<newline46mondego>        }<newline46mondego><newline46mondego>this should work. Cast the object to your class<newline46mondego>"
"24splitHere46","23365140splitHere46","public String getXmlFromUrl(String url)<newline46mondego><newline46mondego>{<newline46mondego>    String xml = null;<newline46mondego><newline46mondego>    try<newline46mondego><newline46mondego>    {<newline46mondego>        HttpClient httpClient = new DefaultHttpClient();<newline46mondego>        HttpContext localContext = new BasicHttpContext();<newline46mondego><newline46mondego>        HttpGet httpGet = new HttpGet(url);<newline46mondego>        HttpResponse response = httpClient.execute(httpGet, localContext);<newline46mondego><newline46mondego>        HttpEntity entity = response.getEntity();<newline46mondego><newline46mondego>        xml = getASCIIContentFromEntity(entity);<newline46mondego><newline46mondego><newline46mondego>    } catch (UnsupportedEncodingException e) {<newline46mondego>        e.printStackTrace();<newline46mondego>    } catch (ClientProtocolException e) {<newline46mondego>        e.printStackTrace();<newline46mondego>    } catch (IOException e) {<newline46mondego>        e.printStackTrace();<newline46mondego>    }<newline46mondego>    // return XML<newline46mondego>            return xml;<newline46mondego>}<newline46mondego>"
"25splitHere46","23365140splitHere46","private String getASCIIContentFromEntity(HttpEntity entity) throws IllegalStateException, IOException {<newline46mondego>    InputStream in = entity.getContent();<newline46mondego><newline46mondego><newline46mondego>    StringBuffer out = new StringBuffer();<newline46mondego>    int n = 1;<newline46mondego>    while (n>0) {<newline46mondego>        byte[] b = new byte[4096];<newline46mondego>        n =  in.read(b);<newline46mondego><newline46mondego><newline46mondego>        if (n>0) out.append(new String(b, 0, n));<newline46mondego>    }<newline46mondego><newline46mondego><newline46mondego>    return out.toString();<newline46mondego>}<newline46mondego>"
"26splitHere46","23365140splitHere46","String resultFromGetXmlFromUrl = parser.getXmlFromUrl(URL);<newline46mondego>String xml = Html.fromHtml(resultFromGetXmlFromUrl).toString();<newline46mondego>"
"27splitHere46","23365205splitHere46","message"
"28splitHere46","23365205splitHere46","<doubleQuotes46><doubleQuotes46>"
"29splitHere46","23365205splitHere46","NULL"
"30splitHere46","23365205splitHere46","JSONObject jObject;<newline46mondego>    try {<newline46mondego>        if (message != null && !message.equals(<doubleQuotes46><doubleQuotes46>) {<newline46mondego>          jObject = new JSONObject(message);<newline46mondego>          //objectId = jObject.getString(<doubleQuotes46>id<doubleQuotes46>);<newline46mondego>          time = jObject.getString(<doubleQuotes46>time<doubleQuotes46>);<newline46mondego>          msg = jObject.getString(<doubleQuotes46>title<doubleQuotes46>);<newline46mondego>          title = jObject.getString(<doubleQuotes46>msg<doubleQuotes46>);<newline46mondego>          GCMMessage gcmMessage = new GCMMessage();<newline46mondego><newline46mondego>          //gcmMessage.setMsg_id(1);<newline46mondego>          gcmMessage.setMsg_body(msg);<newline46mondego>          gcmMessage.setMsg_title(title);<newline46mondego>          gcmMessage.setType(0);<newline46mondego>          gcmMessage.setDateTime(time);<newline46mondego><newline46mondego>          DatabaseUtil.insertMessage(context, gcmMessage);<newline46mondego>        }<newline46mondego><newline46mondego>      }        <newline46mondego>      catch (JSONException e) {<newline46mondego>        e.printStackTrace();<newline46mondego>      }<newline46mondego>"
"31splitHere46","23365322splitHere46","Run -> Run Configurations -> Java Applet -> New Configuration"
"32splitHere46","23365322splitHere46","<applet>"
"33splitHere46","23365322splitHere46","<object>"
"34splitHere46","23365322splitHere46","<embed>"
"35splitHere46","23365501splitHere46","<fields>"
"36splitHere46","23365501splitHere46","-keepclassmembers class com.tools.app.holiday.Holiday {<newline46mondego>    private <fields>;    <newline46mondego>}<newline46mondego>"
"37splitHere46","23365501splitHere46","-keepclassmembers class * {<newline46mondego>    private <fields>;    <newline46mondego>}<newline46mondego>"
"38splitHere46","23365555splitHere46","init"
"39splitHere46","23365555splitHere46","start"
"40splitHere46","23365555splitHere46","stop"
"41splitHere46","23365555splitHere46","destroy"
"42splitHere46","23365555splitHere46","init"
"43splitHere46","23365567splitHere46","<doubleQuotes46>\\\<doubleQuotes46>\\>(.*?)\\</a\\>\\<br\\><doubleQuotes46><newline46mondego>"
"44splitHere46","23365588splitHere46","@Attribute(name=<doubleQuotes46>date<doubleQuotes46>, required=true) <newline46mondego>private Date date;<newline46mondego>"
"45splitHere46","23365588splitHere46","import java.text.DateFormat;<newline46mondego>import java.text.SimpleDateFormat;<newline46mondego>import java.util.Date;<newline46mondego><newline46mondego>import org.simpleframework.xml.transform.Transform;<newline46mondego><newline46mondego>public class CustomDateFormatTransformer implements Transform<Date> {<newline46mondego><newline46mondego>private DateFormat df;<newline46mondego>public DateFormatTransformer(DateFormat df) {<newline46mondego>    this.df= df;<newline46mondego>}<newline46mondego><newline46mondego>@Override<newline46mondego>public Date read(String value) throws Exception {<newline46mondego>    return df.parse(value);<newline46mondego>}<newline46mondego>@Override<newline46mondego>public String write(Date value) throws Exception {<newline46mondego>    return df.format(value);<newline46mondego>}<newline46mondego>}<newline46mondego>"
"46splitHere46","23365588splitHere46","DateFormat dateFormat = new SimpleDateFormat(<doubleQuotes46>Your_date_format_here<doubleQuotes46>);<newline46mondego>    RegistryMatcher registryMatcher = new RegistryMatcher();<newline46mondego>    registryMatcher .bind(Date.class, new DateFormatTransformer(dateFormat));<newline46mondego><newline46mondego>// serialize or Deserializer it here .....<newline46mondego>"
"47splitHere46","23365588splitHere46","yyyy-MM-dd HH:mm:ss.S z,  yyyy-MM-dd HH:mm:ss z<newline46mondego>   yyyy-MM-dd z,   yyyy-MM-dd<newline46mondego>"
"48splitHere46","23365597splitHere46","public abstract class Car{<newline46mondego><newline46mondego>private String licence;<newline46mondego>private String color;<newline46mondego><newline46mondego>public static Car newCar(File file) throws FileNotFoundException {<newline46mondego>    carType = null;<newline46mondego>    Scanner in = new Scanner(file);<newline46mondego><newline46mondego>    while (in.hasNext()) {<newline46mondego>        String line = in.nextLine();<newline46mondego>        String tokens[] = line.split(<doubleQuotes46>;<doubleQuotes46>);<newline46mondego><newline46mondego>        if (line.contains(<doubleQuotes46>Light Weight<doubleQuotes46>)) {<newline46mondego>            LightCar lightC = new LightCar(Long<newline46mondego>                    .valueOf(tokens[1]).longValue(), tokens[3]);<newline46mondego>            //Read here the color and the licence<newline46mondego>            lightC.setColor(...);<newline46mondego>            lightC.setLicence(...);<newline46mondego>            //replace <doubleQuotes46>...<doubleQuotes46> by your value <newline46mondego>            in.close();<newline46mondego>            carType = lightC;<newline46mondego><newline46mondego>        }<newline46mondego>        if (line.contains(<doubleQuotes46>Heavy Weight<doubleQuotes46>)) {<newline46mondego>            HeavyCar heavyC = new HeavyCar(Long.valueOf(<newline46mondego>                    tokens[1]).longValue(), tokens[3]);<newline46mondego>            //same as above<newline46mondego>            in.close();<newline46mondego>            carType = heavyC;<newline46mondego>        }<newline46mondego>    }<newline46mondego>    in.close();<newline46mondego>    return carType; <newline46mondego>    }<newline46mondego><newline46mondego><newline46mondego>    public String getLicense(){<newline46mondego>        return licence;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setLicence(String licence){<newline46mondego>        this.licence=licence;<newline46mondego>    }<newline46mondego><newline46mondego>    public String getCarColor(){<newline46mondego>        return color;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setColor(String color){<newline46mondego>        this.color=color;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"49splitHere46","23365701splitHere46","View"
"50splitHere46","23365701splitHere46","public interface View<T extends Viewable<T, ?>> {}<newline46mondego>"
"51splitHere46","23365701splitHere46","Viewable"
"52splitHere46","23365701splitHere46","Viewable"
"53splitHere46","23365701splitHere46","Viewable<T,?>"
"54splitHere46","23365701splitHere46","?"
"55splitHere46","23365701splitHere46","View<T>"
"56splitHere46","23365701splitHere46","Viewable"
"57splitHere46","23365701splitHere46","public interface Viewable<T extends Viewable<T,?>, V extends View<T>> {<newline46mondego>    public void addViewCallback(final V view);<newline46mondego>    public void removeViewCallback(final V view);<newline46mondego>}<newline46mondego>"
"58splitHere46","23365701splitHere46","T"
"59splitHere46","23365701splitHere46","Viewable"
"60splitHere46","23365701splitHere46","View<T>"
"61splitHere46","23365701splitHere46","?"
"62splitHere46","23365701splitHere46","View<T>"
"63splitHere46","23365701splitHere46","T"
"64splitHere46","23365701splitHere46","public class Hand implements Viewable<Hand, HandView> {<newline46mondego>    @Override<newline46mondego>    public void addViewCallback(HandView view) {}<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void removeViewCallback(HandView view) {}<newline46mondego><newline46mondego>}<newline46mondego><newline46mondego>public interface HandView extends View<Hand> {<newline46mondego>}<newline46mondego>"
"65splitHere46","23365894splitHere46","android"
"66splitHere46","23365894splitHere46","Namespace ns = Namespace.getNamespace( <doubleQuotes46>android<doubleQuotes46> );<newline46mondego>Element e = new Element( <doubleQuotes46>uses-permission<doubleQuotes46>, ns );<newline46mondego>e.setAttribute( <doubleQuotes46>name<doubleQuotes46>, <doubleQuotes46>android.permission.INTERNET<doubleQuotes46>, ns );<newline46mondego>"
"67splitHere46","23365904splitHere46","rs.close"
"68splitHere46","23365904splitHere46","finally"
"69splitHere46","23365904splitHere46","closeQuietly"
"70splitHere46","23365904splitHere46","protected void closeQuietly( Resource resource ) {<newline46mondego>      try {<newline46mondego>        if (resource != null) {<newline46mondego>          resource.close();<newline46mondego>        }<newline46mondego>      } catch( Exception ex ) {<newline46mondego>        log( <doubleQuotes46>Exception during Resource.close()<doubleQuotes46>, ex );<newline46mondego>      }<newline46mondego>    }<newline46mondego>"
"71splitHere46","23366011splitHere46","myFinalColor.getShades().add(s);<newline46mondego>"
"72splitHere46","23366011splitHere46","addShade"
"73splitHere46","23366011splitHere46","public void addShade(Shade shade) {<newline46mondego>    shades.add(shade);<newline46mondego>}<newline46mondego>"
"74splitHere46","23366094splitHere46","JSONArray arr = new JSONArray();<newline46mondego><newline46mondego> while ((line = input.readLine()) != null) {<newline46mondego>    JSONObject obj = new JSONObject();<newline46mondego>    obj.put(<doubleQuotes46>value<doubleQuotes46>,line);<newline46mondego>    arr.add(obj);<newline46mondego>}<newline46mondego>"
"75splitHere46","23366154splitHere46","DefaultCaret caret = (DefaultCaret) log.getCaret();<newline46mondego>  caret.setUpdatePolicy(DefaultCaret.ALWAYS_UPDATE);<newline46mondego>"
"76splitHere46","23366154splitHere46","JScrollBar"
"77splitHere46","23366154splitHere46","JScrollPane"
"78splitHere46","23366213splitHere46","String yourJSONString = <doubleQuotes46>{<doubleQuotes46>code<doubleQuotes46>:1,<doubleQuotes46>data<doubleQuotes46>:{<doubleQuotes46>survey<doubleQuotes46>:{<doubleQuotes46>id<doubleQuotes46>:null,<doubleQuotes46>questionAnswers<doubleQuotes46>:[{<doubleQuotes46>id<doubleQuotes46>:null,<doubleQuotes46>min<doubleQuotes46>:<doubleQuotes46>1<doubleQuotes46>,<doubleQuotes46>max<doubleQuotes46>:<doubleQuotes46>5<doubleQuotes46>,<doubleQuotes46>step<doubleQuotes46>:<doubleQuotes46>0.1<doubleQuotes46>,<doubleQuotes46>last<doubleQuotes46>:<doubleQuotes46>4.7<doubleQuotes46>,<doubleQuotes46>text<doubleQuotes46>:<doubleQuotes46>I am happy at work today<doubleQuotes46>,<doubleQuotes46>key<doubleQuotes46>:<doubleQuotes46>Mood<doubleQuotes46>,<doubleQuotes46>testQuestionId<doubleQuotes46>:<doubleQuotes46>1<doubleQuotes46>,<doubleQuotes46>datetime<doubleQuotes46>:<doubleQuotes46>2014-04-29 15:47:02<doubleQuotes46>,<doubleQuotes46>answer<doubleQuotes46>:<doubleQuotes46>4.7<doubleQuotes46>,<doubleQuotes46>testAnswerId<doubleQuotes46>:null}]}}}<doubleQuotes46>;<newline46mondego><newline46mondego>JSONObject jObj_main = new JSONObject(yourJSONString);<newline46mondego>JSONObject jOb_data = jObj_main.getJSONObject(<doubleQuotes46>data<doubleQuotes46>);<newline46mondego>JSONObject jOb_survey = jOb_data.getJSONObject(<doubleQuotes46>survey<doubleQuotes46>);<newline46mondego>JSONArray jArray_questionAnswers = jOb_survey.getJSONArray(<doubleQuotes46>questionAnswers<doubleQuotes46>);<newline46mondego>"
"79splitHere46","23366289splitHere46","import java.util.ArrayList;<newline46mondego><newline46mondego>import com.google.gson.Gson;<newline46mondego><newline46mondego>public class Store {<newline46mondego><newline46mondego>    private String supermercado;<newline46mondego>    private ArrayList<Article> productes;<newline46mondego><newline46mondego>    public String getSupermercado() {<newline46mondego>        return supermercado;<newline46mondego>    }<newline46mondego>    public void setSupermercado(String supermercado) {<newline46mondego>        this.supermercado = supermercado;<newline46mondego>    }<newline46mondego>    public ArrayList<Article> getProductes() {<newline46mondego>    return productes;<newline46mondego>    }<newline46mondego>    public void setProductes(ArrayList<Article> productes) {<newline46mondego>    this.productes = productes;<newline46mondego>    }<newline46mondego><newline46mondego>    static Store newStore(String json_string){<newline46mondego>    Gson gson= new Gson();<newline46mondego>    Store store = gson.fromJson(json_string,Store.class);<newline46mondego>    return store;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"80splitHere46","23366289splitHere46","public class Article {<newline46mondego><newline46mondego>    private int id;<newline46mondego>    private String fabricant;<newline46mondego>    private String nombre;<newline46mondego>    private float precio;<newline46mondego>    private int stock;<newline46mondego><newline46mondego>    public int getId() {<newline46mondego>    return id;<newline46mondego>        }<newline46mondego><newline46mondego>    public void setId(int id) {<newline46mondego>    this.id = id;<newline46mondego>    }<newline46mondego>    public String getFabricant() {<newline46mondego>    return fabricant;<newline46mondego>    }<newline46mondego>    public void setFabricant(String fabricant) {<newline46mondego>    this.fabricant = fabricant;<newline46mondego>    }<newline46mondego>    public String getNombre() {<newline46mondego>        return nombre;<newline46mondego>    }<newline46mondego>    public void setNombre(String nombre) {<newline46mondego>        this.nombre = nombre;<newline46mondego>    }<newline46mondego>    public float getPrecio() {<newline46mondego>        return precio;<newline46mondego>    }<newline46mondego>    public void setPrecio(float precio) {<newline46mondego>        this.precio = precio;<newline46mondego>    }<newline46mondego>    public int getStock() {<newline46mondego>    return stock;<newline46mondego>    }<newline46mondego>    public void setStock(int stock) {<newline46mondego>    this.stock = stock;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"81splitHere46","23366338splitHere46","MyActivity (com.typesafe.config.Config, akka.event.LoggingAdapter, java.util.concurrent.ThreadFactory)<newline46mondego>"
"82splitHere46","23366415splitHere46","singleVector"
"83splitHere46","23366415splitHere46","multiVector"
"84splitHere46","23366415splitHere46","singleVector"
"85splitHere46","23366415splitHere46","multiVector"
"86splitHere46","23366415splitHere46","singleVector"
"87splitHere46","23366415splitHere46","multiVector"
"88splitHere46","23366415splitHere46","singleVector = new Vector<>()"
"89splitHere46","23366415splitHere46","clear()"
"90splitHere46","23366577splitHere46","new MigLayout(<doubleQuotes46>al center center, wrap, gapy 20<doubleQuotes46>); // centers in both directions<newline46mondego>"
"91splitHere46","23366577splitHere46","new MigLayout(<doubleQuotes46>center center, wrap, gapy 20<doubleQuotes46>); // centers horizontally only<newline46mondego>"
"92splitHere46","23366591splitHere46","SELECT new Person(p.name, p.page) from Person p<newline46mondego>"
"93splitHere46","23366591splitHere46","public Person(String name, int age){}<newline46mondego>"
"94splitHere46","23366777splitHere46","<mvc:annotation-driven />"
"95splitHere46","23366777splitHere46","<mvc:annotation-driven />"
"96splitHere46","23366804splitHere46","do{  <newline46mondego>  num2 = randomGenerator.nextInt(num1) + 1<newline46mondego>} while(num1 % num2 != 0); <newline46mondego>"
"97splitHere46","23366804splitHere46","!="
"98splitHere46","23367008splitHere46","LinkedList"
"99splitHere46","23367008splitHere46","SListNode"
"100splitHere46","23367008splitHere46","SList"
"101splitHere46","23367008splitHere46","SList"
"102splitHere46","23367008splitHere46","SListNodes"
"103splitHere46","23367008splitHere46","SList"
"104splitHere46","23367008splitHere46","SListNode"
"105splitHere46","23367008splitHere46","SList"
"106splitHere46","23367008splitHere46","SList"
"107splitHere46","23367008splitHere46","SListNode l1=new SListNode(<doubleQuotes46>milk<doubleQuotes46>,new SListNode(0,new SListNode(1)));<newline46mondego>SListNode l2=l1;<newline46mondego>l2=new SListNode(<doubleQuotes46>soap<doubleQuotes46>,l2);<newline46mondego>"
"108splitHere46","23367008splitHere46","SListNode"
"109splitHere46","23367008splitHere46","l1"
"110splitHere46","23367008splitHere46","SListNode"
"111splitHere46","23367008splitHere46","l2"
"112splitHere46","23367008splitHere46","l1"
"113splitHere46","23367008splitHere46","l2"
"114splitHere46","23367020splitHere46","autoSizeColumn()"
"115splitHere46","23367020splitHere46","autoSizeColumn()"
"116splitHere46","23367058splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>UTF-8<doubleQuotes46>?>"
"117splitHere46","23367126splitHere46","String foo = <doubleQuotes46>/0/a/b/c/a/b/c/d<doubleQuotes46>.replaceAll(<doubleQuotes46>a.b.c(?!.*a.b.c).*<doubleQuotes46>, <doubleQuotes46><doubleQuotes46>);<newline46mondego>"
"118splitHere46","23367126splitHere46","a.b.c"
"119splitHere46","23367126splitHere46","a.b.c"
"120splitHere46","23367138splitHere46","Map"
"121splitHere46","23367138splitHere46","SortedSet"
"122splitHere46","23367138splitHere46","TreeSet"
"123splitHere46","23367138splitHere46","Map<Key,Value> byKey"
"124splitHere46","23367138splitHere46","Set<Key> byValue"
"125splitHere46","23367138splitHere46","byKey.get(key1).compareTo(byKey.get(key2))"
"126splitHere46","23367138splitHere46","Key"
"127splitHere46","23367138splitHere46","byValue"
"128splitHere46","23367138splitHere46","byKey"
"129splitHere46","23367138splitHere46","Set"
"130splitHere46","23367138splitHere46","O(logn)"
"131splitHere46","23367138splitHere46","byValue"
"132splitHere46","23367270splitHere46","for(int counter = 0; counter < arraytest.length; counter++) { // remove the semicolon and add the opening bracket.<newline46mondego>    System.out.println(arraytest[counter]);<newline46mondego>}<newline46mondego>"
"133splitHere46","23367548splitHere46","function my-hadoop-env {<newline46mondego>    #Hadoop variables - my version <newline46mondego>    export HADOOPTWO_INSTALL=/home/parallels/Development/Hadoop/hadoop-trunk/trunk2/hadoop-dist/target/hadoop-3.0.0-SNAPSHOT<newline46mondego>    export PATH=$PATH:$HADOOPTWO_INSTALL/bin<newline46mondego>    export PATH=$PATH:$HADOOPTWO_INSTALL/sbin<newline46mondego>    export HADOOP_MAPRED_HOME=$HADOOPTWO_INSTALL<newline46mondego>    export HADOOP_COMMON_HOME=$HADOOPTWO_INSTALL<newline46mondego>    export HADOOP_HDFS_HOME=$HADOOPTWO_INSTALL<newline46mondego>    export YARN_HOME=$HADOOPTWO_INSTALL<newline46mondego>    export HADOOP_COMMON_LIB_NATIVE_DIR=$HADOOPTWO_INSTALL/lib/native<newline46mondego>    export HADOOP_OPTS=<doubleQuotes46>$HADOOP_OPTS -Djava.library.path=$HADOOPTWO_INSTALL/lib/<doubleQuotes46><newline46mondego>}<newline46mondego><newline46mondego>function hadoop-env {<newline46mondego>    #Hadoop variables - version 2.2.0<newline46mondego>    export HADOOP_INSTALL=/home/parallels/Development/Hadoop/hadoop-2.2.0<newline46mondego>    export PATH=$PATH:$HADOOP_INSTALL/bin<newline46mondego>    export PATH=$PATH:$HADOOP_INSTALL/sbin<newline46mondego>    export HADOOP_MAPRED_HOME=$HADOOP_INSTALL<newline46mondego>    export HADOOP_COMMON_HOME=$HADOOP_INSTALL<newline46mondego>    export HADOOP_HDFS_HOME=$HADOOP_INSTALL<newline46mondego>    export YARN_HOME=$HADOOP_INSTALL<newline46mondego>    export HADOOP_COMMON_LIB_NATIVE_DIR=$HADOOP_INSTALL/lib/native<newline46mondego>    export HADOOP_OPTS=<doubleQuotes46>$HADOOP_OPTS -Djava.library.path=$HADOOP_INSTALL/lib/<doubleQuotes46><newline46mondego>}<newline46mondego>"
"134splitHere46","23367548splitHere46","my-hadoop-env"
"135splitHere46","23367548splitHere46","hadoop-env"
"136splitHere46","23367548splitHere46","PS1"
"137splitHere46","23367874splitHere46","@RequestParam(required=false)"
"138splitHere46","23367874splitHere46","// copy from the Lance Java answer.<newline46mondego>@RequestMapping(value=<doubleQuotes46>/{brand}/{category}/<doubleQuotes46>, method=RequestMethod.GET)<newline46mondego>public ModelAndView search1(<newline46mondego>    @PathVariable String brand, <newline46mondego>    @PathVariable String category, <newline46mondego>    @RequestParam String minPrice, <newline46mondego>    @RequestParam String maxPrice, <newline46mondego>    @RequestParam Integer offer)<newline46mondego>{<newline46mondego>    return actualSearch(brand, category, minPrice, maxPrice, offer);<newline46mondego>}<newline46mondego><newline46mondego>@RequestMapping(value=<doubleQuotes46>/{brand}/<doubleQuotes46>, method=RequestMethod.GET)<newline46mondego>public ModelAndView search1(<newline46mondego>    @PathVariable String brand, <newline46mondego>    @RequestParam String minPrice, <newline46mondego>    @RequestParam String maxPrice, <newline46mondego>    @RequestParam Integer offer)<newline46mondego>{<newline46mondego>    return actualSearch(brand, null, minPrice, maxPrice, offer);<newline46mondego>}<newline46mondego><newline46mondego>@RequestMapping(value=<doubleQuotes46>/brand/{brand}/category/{category}/<doubleQuotes46>,<newline46mondego>    method=RequestMethod.GET)<newline46mondego>public ModelAndView search2(<newline46mondego>    @PathVariable String brand, <newline46mondego>    @PathVariable String category, <newline46mondego>    @RequestParam String minPrice, <newline46mondego>    @RequestParam String maxPrice, <newline46mondego>    @RequestParam Integer offer)<newline46mondego>{<newline46mondego>    return actualSearch(brand, category, minPrice, maxPrice, offer);<newline46mondego>}<newline46mondego><newline46mondego>@RequestMapping(value=<doubleQuotes46>/brand/{brand}/<doubleQuotes46>, method=RequestMethod.GET)<newline46mondego>public ModelAndView search2(<newline46mondego>    @PathVariable String brand, <newline46mondego>    @RequestParam String minPrice, <newline46mondego>    @RequestParam String maxPrice, <newline46mondego>    @RequestParam Integer offer)<newline46mondego>{<newline46mondego>    return actualSearch(brand, null, minPrice, maxPrice, offer);<newline46mondego>}<newline46mondego><newline46mondego><newline46mondego><newline46mondego>private ModelAndView actualSearch(<newline46mondego>    final String brand,<newline46mondego>    final String category,<newline46mondego>    final String minPrice,<newline46mondego>    final String maxPrice,<newline46mondego>    final Integer offer)<newline46mondego>{<newline46mondego>    ... blah<newline46mondego>}<newline46mondego>"
"139splitHere46","23367878splitHere46","tasks.add(new Callable<String>() {<newline46mondego>        public String call() throws Exception {<newline46mondego>            client.updateStats(surv).toString();<newline46mondego>            return surv.getId();<newline46mondego>        }<newline46mondego>    });<newline46mondego>"
"140splitHere46","23367878splitHere46","tasks.add(new Callable<String>() {<newline46mondego>        public String call() throws Exception {<newline46mondego>            doSomething(client, surv);<newline46mondego>            return surv.getId();<newline46mondego>        }<newline46mondego>    });<newline46mondego>"
"141splitHere46","23367878splitHere46","public interface ClientUpdate {<newline46mondego>    public void performUpdate(Client client, Surv surv);<newline46mondego>}<newline46mondego>"
"142splitHere46","23367878splitHere46","public Object updateStats() {<newline46mondego>"
"143splitHere46","23367878splitHere46","public Object update(ClientUpdate updater) {<newline46mondego>"
"144splitHere46","23367878splitHere46","tasks.add(new Callable<String>() {<newline46mondego>        public String call() throws Exception {<newline46mondego>            updater.performUpdate(client, surv);<newline46mondego>            return surv.getId();<newline46mondego>        }<newline46mondego>    });<newline46mondego>"
"145splitHere46","23367878splitHere46","updateStats();<newline46mondego>"
"146splitHere46","23367878splitHere46","update(new ClientUpdate() {<newline46mondego>    public void performUpdate(Client client, Surv surv) {<newline46mondego>        client.updateStats(surv).toString();<newline46mondego>    }<newline46mondego>});<newline46mondego>"
"147splitHere46","23367878splitHere46","updateDef();"
"148splitHere46","23368116splitHere46","Other"
"149splitHere46","23368116splitHere46","Vehicle"
"150splitHere46","23368116splitHere46","List<Object>"
"151splitHere46","23368326splitHere46","waitpid"
"152splitHere46","23368326splitHere46","waitpid"
"153splitHere46","23368326splitHere46","$?"
