"1splitHere46","6379456splitHere46","import static org.junit.Assert.assertEquals;<newline46mondego>import static org.mockito.Mockito.mock;<newline46mondego>import static org.mockito.Mockito.when;<newline46mondego><newline46mondego>import java.util.Collection;<newline46mondego>import java.util.Iterator;<newline46mondego><newline46mondego>import org.junit.Before;<newline46mondego>import org.junit.Test;<newline46mondego><newline46mondego>public class TestMockedIterator {<newline46mondego><newline46mondego>    private Collection<String> fruits;<newline46mondego>    private Iterator<String> fruitIterator;<newline46mondego><newline46mondego>    @SuppressWarnings(<doubleQuotes46>unchecked<doubleQuotes46>)<newline46mondego>    @Before<newline46mondego>    public void setUp() {<newline46mondego>        fruitIterator = mock(Iterator.class);<newline46mondego>        when(fruitIterator.hasNext()).thenReturn(true, true, true, false);<newline46mondego>            when(fruitIterator.next()).thenReturn(<doubleQuotes46>Apple<doubleQuotes46>)<newline46mondego>            .thenReturn(<doubleQuotes46>Banana<doubleQuotes46>).thenReturn(<doubleQuotes46>Pear<doubleQuotes46>);<newline46mondego><newline46mondego>        fruits = mock(Collection.class);<newline46mondego>        when(fruits.iterator()).thenReturn(fruitIterator);<newline46mondego>    }<newline46mondego><newline46mondego>    @Test<newline46mondego>    public void test() {<newline46mondego>        int iterations = 0;<newline46mondego>        for (String fruit : fruits) {<newline46mondego>            iterations++;<newline46mondego>        }<newline46mondego>        assertEquals(3, iterations);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"49splitHere46","6381842splitHere46","public static void main(String[] args)<newline46mondego>{<newline46mondego>    String line = <doubleQuotes46>ALONE AMEND DATES DAWNS DEALS LEMON LENDS<doubleQuotes46>;<newline46mondego>    for (int maxVowelAtChar = 1; maxVowelAtChar < 6; maxVowelAtChar++)<newline46mondego>    {<newline46mondego>        String pure = myFunc(line, maxVowelAtChar);<newline46mondego>        System.out.println(maxVowelAtChar + <doubleQuotes46>: <doubleQuotes46> + pure);<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>private static String myFunc(String line, int maxVowelAtChar)<newline46mondego>{<newline46mondego>    String pure = <doubleQuotes46><doubleQuotes46>;<newline46mondego><newline46mondego>    for (String word : line.split(<doubleQuotes46>\\s<doubleQuotes46>))<newline46mondego>    {<newline46mondego>        // This regex is also sensitive to word length ie not being 5 like all test data<newline46mondego>        if (word.matches(<doubleQuotes46>^.{<doubleQuotes46> + (word.length() - maxVowelAtChar + 1) + <doubleQuotes46>}[^aeiouAEIOU]*$<doubleQuotes46>))<newline46mondego>            pure += word + <doubleQuotes46> <doubleQuotes46>;<newline46mondego>    }<newline46mondego><newline46mondego>    return pure.trim();<newline46mondego>}<newline46mondego><newline46mondego>Output:<newline46mondego>1: ALONE AMEND DATES DAWNS DEALS LEMON LENDS<newline46mondego>2: AMEND DATES DAWNS DEALS LEMON LENDS<newline46mondego>3: AMEND DAWNS DEALS LENDS  <newline46mondego>4: DAWNS LENDS<newline46mondego>5: <newline46mondego>"
"50splitHere46","6381842splitHere46","String += String"
"51splitHere46","6381842splitHere46","matches"
"52splitHere46","6381988splitHere46","String xmlData = new String(byte[] data); System.out.println(xmlData)<newline46mondego>"
"53splitHere46","6381988splitHere46","String extension = <doubleQuotes46>.xml<doubleQuotes46>//or <doubleQuotes46>.jpg<doubleQuotes46> or anything<newline46mondego>String filename = myfile+extension;<newline46mondego>byte[] data = //the byte array which i got from server<newline46mondego>File f = new File(givepathOfFile+filename );<newline46mondego><newline46mondego>        try {<newline46mondego>            f.createNewFile();<newline46mondego><newline46mondego>            // write the bytes in file<newline46mondego>            FileOutputStream fo = new FileOutputStream(f);<newline46mondego>            fo.write(data );<newline46mondego>            fo.close();<newline46mondego>        } catch (IOException e) {<newline46mondego>            // TODO Auto-generated catch block<newline46mondego>            e.printStackTrace();<newline46mondego>        }<newline46mondego>"
"54splitHere46","6382368splitHere46","Exception"
"55splitHere46","6382368splitHere46","/Redirect?target=x&referrer=y<newline46mondego>"
"56splitHere46","6382683splitHere46","notify"
"57splitHere46","6382683splitHere46","wait"
"58splitHere46","6382683splitHere46","public void produce() {<newline46mondego>    int i = 0;<newline46mondego>    while (i < 100) {<newline46mondego>        synchronized(Q) {<newline46mondego>            if (Q.size() < max_capacity) {<newline46mondego>                Q.add(i);<newline46mondego>                System.out.println(<doubleQuotes46>Produced Item<doubleQuotes46> + i);<newline46mondego>                i++;<newline46mondego>                Q.notify();<newline46mondego>            } else {<newline46mondego>                try {<newline46mondego>                    Q.wait();<newline46mondego>                } catch (InterruptedException e) {<newline46mondego>                    System.out.println(<doubleQuotes46>Exception<doubleQuotes46>);<newline46mondego>                }<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"59splitHere46","6382780splitHere46","import java.awt.*;<newline46mondego>import java.awt.event.*;<newline46mondego>import javax.swing.*;<newline46mondego><newline46mondego>class ControlledBall extends JPanel{<newline46mondego><newline46mondego>int diameter = 30;<newline46mondego>int height = 30;<newline46mondego>int x_Pos = 0;<newline46mondego>int y_Pos;<newline46mondego><newline46mondego>ControlledBall() {<newline46mondego>  JFrame fr = new JFrame(<doubleQuotes46>Controlled Ball<doubleQuotes46>);<newline46mondego>  fr.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>  this.setBackground(Color.red);    <newline46mondego>  setPreferredSize(new Dimension(400,300));<newline46mondego>  fr.add(this);<newline46mondego>  fr.setVisible(true);<newline46mondego>  // important!<newline46mondego>  fr.pack();<newline46mondego>  //fr.setSize(600,400);<newline46mondego>  y_Pos = this.getHeight()/2;<newline46mondego>  register();<newline46mondego>  repaint();<newline46mondego>}<newline46mondego><newline46mondego>public void register() {<newline46mondego>    // very important!<newline46mondego>    setFocusable(true);<newline46mondego>  this.addKeyListener(new KeyAdapter() {<newline46mondego>    public void keyPressed(KeyEvent ke) {<newline46mondego>       if( ke.getKeyCode() == ke.VK_RIGHT ) {<newline46mondego>           increment();<newline46mondego>       }<newline46mondego>   else  if( ke.getKeyCode() == ke.VK_LEFT ) {<newline46mondego>           decrement();<newline46mondego>       }<newline46mondego>       else if( ke.getKeyCode() == ke.VK_UP) {<newline46mondego>           jump();<newline46mondego>       }<newline46mondego>    }<newline46mondego> });<newline46mondego>}<newline46mondego><newline46mondego>public void paintComponent(Graphics g) {<newline46mondego> super.paintComponent(g);<newline46mondego> g.setColor( Color.orange );<newline46mondego> g.fillOval( x_Pos , y_Pos , diameter , height );<newline46mondego>}<newline46mondego><newline46mondego>public void increment() {<newline46mondego> x_Pos++;<newline46mondego>  if( x_Pos > (this.getWidth() - diameter) ) {<newline46mondego>    x_Pos = this.getWidth() - diameter;<newline46mondego>  }<newline46mondego> repaint();<newline46mondego>}<newline46mondego><newline46mondego>public void decrement() {<newline46mondego> x_Pos--;<newline46mondego>  if( x_Pos <= 0) {<newline46mondego>    x_Pos = 0;<newline46mondego>  }<newline46mondego> repaint();<newline46mondego>}<newline46mondego><newline46mondego>public void jump() {<newline46mondego> y_Pos++;<newline46mondego>  if( y_Pos <=0 ) {<newline46mondego>   y_Pos = 0;<newline46mondego> }<newline46mondego>repaint();<newline46mondego>}<newline46mondego><newline46mondego>  public static void main( String args[] ) {<newline46mondego>    new ControlledBall();<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"60splitHere46","6382821splitHere46","updateXMLAttribute(Document doc , String tag, String attribute, String newValue) {<newline46mondego>   NodeList nodes = doc.getElementsByTagName(tag);<newline46mondego>   for(int i=0; i<nodes.getLength(); i++) {<newline46mondego>       if(nodes.item(i) instanceof Element) {<newline46mondego>           Element elem = (Element)nodes.item(i);<newline46mondego>           Attr attribute = elem.getAttributeNode(attribute);<newline46mondego>           attribute.setValue(newValue);<newline46mondego>       }<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"61splitHere46","6382875splitHere46","@PostConstruct"
"62splitHere46","6382875splitHere46","@PostConstruct"
"63splitHere46","6382875splitHere46","@ManagedBean<newline46mondego>@ViewScope<newline46mondego>public class PostBean{<newline46mondego><newline46mondego>  PostData post;<newline46mondego><newline46mondego>  @PostContruct<newline46mondego>  public void initBean(){<newline46mondego>    post = dbManager.getPostData(id);<newline46mondego><newline46mondego>  }<newline46mondego>  public PostData getPost(){<newline46mondego>  return post;<newline46mondego>  }<newline46mondego>  public void setPost(PostData post){<newline46mondego>  this.post = post;<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"64splitHere46","6382875splitHere46","PostData"
"65splitHere46","6382875splitHere46","dbManager"
"66splitHere46","6382909splitHere46","onClick"
"67splitHere46","6382909splitHere46","touched = <doubleQuotes46>no<doubleQuotes46>;"
"68splitHere46","6382909splitHere46","String touched = <doubleQuotes46>no<doubleQuotes46>;"
"69splitHere46","6382909splitHere46","true/false"
"70splitHere46","6382909splitHere46","=="
"71splitHere46","6382909splitHere46","string.equals(anotherString)"
"72splitHere46","6382927splitHere46","ConcurrentHashMap"
"73splitHere46","6382927splitHere46","ConcurrentSkipListMap"
"74splitHere46","6382927splitHere46","Map"
"75splitHere46","6382927splitHere46","null"
"76splitHere46","6382927splitHere46","Map"
"77splitHere46","6382927splitHere46","Dictionary"
"78splitHere46","6382927splitHere46","Hashtable"
"79splitHere46","6382927splitHere46","AbstractMap"
"80splitHere46","6382927splitHere46","HashMap"
"81splitHere46","6382927splitHere46","LinkedHashMap"
"82splitHere46","6382927splitHere46","HashMap"
"83splitHere46","6383050splitHere46","doThrow(new RuntimeException()).when(mockedList).clear();<newline46mondego><newline46mondego>// following throws RuntimeException:<newline46mondego>mockedList.clear();<newline46mondego>"
"84splitHere46","6383178splitHere46","data"
"85splitHere46","6383178splitHere46","WeakReference"
"86splitHere46","6383178splitHere46","file"
"87splitHere46","6383178splitHere46","lastData"
"88splitHere46","6383178splitHere46","readFile(..)"
"89splitHere46","6383178splitHere46","readFile"
"90splitHere46","6383306splitHere46","GroovyScriptEngine gse = new GroovyScriptEngine( <doubleQuotes46>C:/Eclipse/work/S/src<doubleQuotes46> )<newline46mondego>gse.run( <doubleQuotes46>Hello.groovy<doubleQuotes46>, binding )<newline46mondego>"
"91splitHere46","6383306splitHere46","GroovyScriptEngine gse = new GroovyScriptEngine( <doubleQuotes46>C:/Eclipse/work/S/src/com/test<doubleQuotes46> )<newline46mondego>gse.run( <doubleQuotes46>Hello.groovy<doubleQuotes46>, binding )<newline46mondego>"
"92splitHere46","6383306splitHere46","GroovyScriptEngine gse = new GroovyScriptEngine( <doubleQuotes46>C:/Eclipse/work/S/src<doubleQuotes46> )<newline46mondego>gse.run( <doubleQuotes46>com/test/Hello.groovy<doubleQuotes46>, binding )<newline46mondego>"
"93splitHere46","6383396splitHere46","makeOrder();"
"94splitHere46","6383462splitHere46","Hashtable"
"95splitHere46","6383462splitHere46","remove"
"96splitHere46","6383462splitHere46","synchronized"
"97splitHere46","6383462splitHere46","containsKey"
"98splitHere46","6383462splitHere46","lock"
"99splitHere46","6383552splitHere46","?js_string"
"100splitHere46","6383552splitHere46","{<newline46mondego><doubleQuotes46>field1<doubleQuotes46> : <doubleQuotes46>${response.value1?js_string}<doubleQuotes46>,<newline46mondego><doubleQuotes46>field2<doubleQuotes46> : <doubleQuotes46>${response.value2?js_string}<doubleQuotes46><newline46mondego>}<newline46mondego>"
"101splitHere46","6383552splitHere46","?json_string"
"102splitHere46","6383616splitHere46","WeakReference wr1 = new WeakReference(objX);<newline46mondego>...//somewhere else<newline46mondego>WeakReference wr2 = new WeakReference(objX);<newline46mondego>"
"103splitHere46","6383661splitHere46","null"
"104splitHere46","6383661splitHere46","Object"
"105splitHere46","6383661splitHere46","String"
"106splitHere46","6383661splitHere46","int"
"107splitHere46","6383661splitHere46","Object"
"108splitHere46","6383661splitHere46","String"
"109splitHere46","6383661splitHere46","String"
"110splitHere46","6383661splitHere46","new Demo(String)"
"111splitHere46","6383661splitHere46","new Demo(Object)"
"112splitHere46","6383661splitHere46","new Demo(String)"
"113splitHere46","6384058splitHere46","String s =<doubleQuotes46>{hello.World::123}<doubleQuotes46>;<newline46mondego> System.out.println(Arrays.toString(s.split(<doubleQuotes46>[\\.:{}]+<doubleQuotes46>)));<newline46mondego>"
"114splitHere46","6384058splitHere46","String s =<doubleQuotes46>{hello.World::123}<doubleQuotes46>.replaceFirst(<doubleQuotes46>^[\\.:{}]+<doubleQuotes46>, <doubleQuotes46> <doubleQuotes46>).trim();<newline46mondego> System.out.println(Arrays.toString(s.split(<doubleQuotes46>[\\.:{}]+<doubleQuotes46>)));<newline46mondego>"
"115splitHere46","6384058splitHere46","String s =<doubleQuotes46>{hello.World::123}<doubleQuotes46>;<newline46mondego> System.out.println(Arrays.toString(s.substring(1).split(<doubleQuotes46>[\\.:{}]+<doubleQuotes46>)));<newline46mondego>"
"116splitHere46","6384185splitHere46","HttpClient client = new HttpClient();<newline46mondego>HttpMethod method = new GetMethod(<doubleQuotes46>http://www.kodejava.org<doubleQuotes46>);<newline46mondego>HostConfiguration config = client.getHostConfiguration();<newline46mondego><newline46mondego>config.setProxy(PROXY_HOST, PROXY_PORT);<newline46mondego>String username = <doubleQuotes46>guest<doubleQuotes46>; String password = <doubleQuotes46>s3cr3t<doubleQuotes46>;<newline46mondego>Credentials credentials = new UsernamePasswordCredentials(username, password);<newline46mondego>AuthScope authScope = new AuthScope(PROXY_HOST, PROXY_PORT);<newline46mondego>client.getState().setProxyCredentials(authScope, credentials);<newline46mondego>"
"117splitHere46","6384265splitHere46","<doubleQuotes46>yyyyMMdd-HH:mm:ss<doubleQuotes46>"
"118splitHere46","6384265splitHere46","stringToCalendar"
"119splitHere46","6384265splitHere46","ParseException"
"120splitHere46","6384275splitHere46","class FunctionWrapper<newline46mondego>{<newline46mondego>public:<newline46mondego>    typedef double (FunctionWrapper::*Function1VariablePtr)(double x);<newline46mondego><newline46mondego>    FunctionWrapper(JNIEnv*, jclass);<newline46mondego>    double compute(double x);<newline46mondego>};<newline46mondego>"
"121splitHere46","6384275splitHere46","#include <doubleQuotes46>functionwrapper.h<doubleQuotes46><newline46mondego>extern <doubleQuotes46>C<doubleQuotes46> {<newline46mondego>    double DLL_MACRO integrate(FunctionWrapper*, FunctionWrapper::Function1VariablePtr, double min, double max);<newline46mondego>}<newline46mondego>"
"122splitHere46","6384275splitHere46","#include <doubleQuotes46>integrate.h<doubleQuotes46><newline46mondego>double integrate(FunctionWrapper* wrapper, FunctionWrapper::Function1VariablePtr function, double min, double max)<newline46mondego>{<newline46mondego>    // ...<newline46mondego>    sum += (wrapper->*function)(xmid)*dx;<newline46mondego>    // ...<newline46mondego>}<newline46mondego>"
"123splitHere46","6384275splitHere46","integrate"
"124splitHere46","6384275splitHere46","#include <doubleQuotes46>functionwrapper.h<doubleQuotes46><newline46mondego><newline46mondego>FunctionWrapper::FunctionWrapper(JNIEnv *jnienv, jclass jc) : m_jnienv(jnienv), m_jc(jc) {<newline46mondego>    m_method= jnienv->GetStaticMethodID(jc, <doubleQuotes46>Function1D<doubleQuotes46>,<doubleQuotes46>(D)D<doubleQuotes46>);<newline46mondego>}<newline46mondego><newline46mondego>double FunctionWrapper:compute(double x) {<newline46mondego>    return m_jnienv->CallStaticDoubleMethod(m_jc, m_method, x);;<newline46mondego>}<newline46mondego><newline46mondego>// C++ <doubleQuotes46>bridge<doubleQuotes46> code to from/to Java:<newline46mondego>JNIEXPORT jdouble JNICALL<newline46mondego>Java_IntegrateJApp_JIntegrate(JNIEnv *jnienv, jclass jc,<newline46mondego>                              jdouble xmin, jdouble xmax) {<newline46mondego>    FunctionWrapper wrapper(jnienv, jc);<newline46mondego>    return integrate(&wrapper, &FunctionWrapper::compute, 2, 3);<newline46mondego>}<newline46mondego>"
"125splitHere46","6384384splitHere46","apache/conf/extra/httpd-vhosts.conf"
"126splitHere46","6384401splitHere46","<bean id=<doubleQuotes46>queue<doubleQuotes46> class=<doubleQuotes46>java.util.concurrent.LinkedBlockingQueue<doubleQuotes46> /><newline46mondego>"
"127splitHere46","6384401splitHere46","<bean id=<doubleQuotes46>queue<doubleQuotes46> class=<doubleQuotes46>java.util.concurrent.LinkedBlockingQueue<doubleQuotes46> ><newline46mondego>  <constructor-arg type=<doubleQuotes46>int<doubleQuotes46>><value>10</value></constructor-arg><newline46mondego></bean><newline46mondego>"
"128splitHere46","6384417splitHere46","EDT"
"129splitHere46","6384417splitHere46","popup()"
"130splitHere46","6384417splitHere46","if(SwingUtilities.isEventDispatchThread()){<newline46mondego>    Message.popup(...);<newline46mondego>}<newline46mondego>else{<newline46mondego>    SwingUtilities.invokeLater(new Runnable(){<newline46mondego>        @Override<newline46mondego>        public void run(){<newline46mondego>            Message.popup(...);<newline46mondego>        }<newline46mondego>    });<newline46mondego>}<newline46mondego>"
"131splitHere46","6384417splitHere46","JFrame"
"132splitHere46","6384417splitHere46","EDT"
"133splitHere46","6384417splitHere46","Message"
"134splitHere46","6384417splitHere46","JFrame"
"135splitHere46","6384417splitHere46","sleep"
"136splitHere46","6384417splitHere46","EDT"
"137splitHere46","6384417splitHere46","SwingWorker"
"138splitHere46","6384417splitHere46","javax.swing.Timer"
"139splitHere46","6384417splitHere46","java.util.Timer"
"140splitHere46","6384417splitHere46","SwingUtilities"
"141splitHere46","6384417splitHere46","Runnable"
"142splitHere46","6384417splitHere46","EventQueue"
"143splitHere46","6384417splitHere46","EDT"
