"1splitHere46","1262987splitHere46","public void fetchEventNames(ValueChangeEvent e) throws SQLException{<newline46mondego>   String filteringOptions = <doubleQuotes46><doubleQuotes46>; <newline46mondego>   String newSelectedValue = e.getNewValue().toString();<newline46mondego>       .....<newline46mondego>"
"25splitHere46","1264756splitHere46","InputStream is;<newline46mondego>byte[] bytes = IOUtils.toByteArray(is);<newline46mondego>"
"26splitHere46","1264893splitHere46","request.getHeader(<doubleQuotes46>Referer<doubleQuotes46>);<newline46mondego>"
"27splitHere46","1264893splitHere46","http://www.google.com/search?q=test"
"28splitHere46","1265517splitHere46","<classpathentry kind=<doubleQuotes46>lib<doubleQuotes46> path=<doubleQuotes46>logging.jar<doubleQuotes46>><newline46mondego>  <attributes><newline46mondego>    <attribute name=<doubleQuotes46>org.eclipse.ajdt.aspectpath<doubleQuotes46><newline46mondego>        value=<doubleQuotes46>org.eclipse.ajdt.aspectpath<doubleQuotes46>/><newline46mondego>  </attributes><newline46mondego></classpathentry><newline46mondego>"
"29splitHere46","1265517splitHere46","public static void main(String[] args) {<newline46mondego>    Main.main(args);<newline46mondego>}<newline46mondego>"
"30splitHere46","1265517splitHere46","Exception in thread <doubleQuotes46>main<doubleQuotes46> java.lang.NoClassDefFoundError: org/aspectj/lang/Signature<newline46mondego>at Client.main(Client.java:6)<newline46mondego>Caused by: java.lang.ClassNotFoundException: org.aspectj.lang.Signature<newline46mondego>"
"31splitHere46","1265517splitHere46","Entering function: doSomethingAa with input parameters:  [java.lang.String message] = [Tal] [java.util.Map map] = [{FirstKey=FirstValue, SecondKey=SecondValue}]<newline46mondego>log4j:WARN No appenders could be found for logger (A.class).<newline46mondego>log4j:WARN Please initialize the log4j system properly.<newline46mondego>Exit function: void target.Main.doSomethingAa(int, String, Map)<newline46mondego>Entering function: doSomethingAa with input parameters:  [java.lang.String message] = [Guy] [java.util.Map map] = [{Happy=Birthday, Tal=Guy}]<newline46mondego>Exit function: void target.Main.doSomethingAa(int, String, Map)<newline46mondego>Entering function: doSomethingB with input parameters:  [java.lang.String name] = [TalG]<newline46mondego>Exit function: void target.Main.doSomethingB(int, String)<newline46mondego>Entering function: doSomethingB with input parameters:  [java.lang.String name] = [GuyG]<newline46mondego>Exit function: void target.Main.doSomethingB(int, String)<newline46mondego>Finished running main<newline46mondego>"
"32splitHere46","1265517splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>UTF-8<doubleQuotes46>?><newline46mondego><classpath><newline46mondego>    <classpathentry kind=<doubleQuotes46>src<doubleQuotes46> path=<doubleQuotes46>src/main/java<doubleQuotes46>/><newline46mondego>    <classpathentry kind=<doubleQuotes46>con<doubleQuotes46> path=<doubleQuotes46>org.eclipse.jdt.launching.JRE_CONTAINER<doubleQuotes46>/><newline46mondego>    <classpathentry kind=<doubleQuotes46>con<doubleQuotes46> path=<doubleQuotes46>org.eclipse.ajdt.core.ASPECTJRT_CONTAINER<doubleQuotes46>/><newline46mondego>    <!-- the other jars for the logging and target projects --><newline46mondego>    <classpathentry kind=<doubleQuotes46>lib<doubleQuotes46> path=<doubleQuotes46>/aj_target/target.jar<doubleQuotes46>/><newline46mondego>    <classpathentry kind=<doubleQuotes46>lib<doubleQuotes46> path=<doubleQuotes46>/aj_target/log4j-1.2.14.jar<doubleQuotes46>/><newline46mondego>    <classpathentry kind=<doubleQuotes46>lib<doubleQuotes46> path=<doubleQuotes46>/aj_target/logging.jar<doubleQuotes46>/><newline46mondego>    <classpathentry kind=<doubleQuotes46>output<doubleQuotes46> path=<doubleQuotes46>target/classes<doubleQuotes46>/><newline46mondego></classpath><newline46mondego>"
"33splitHere46","1265517splitHere46","<classpathentry kind=<doubleQuotes46>con<doubleQuotes46> path=<doubleQuotes46>org.eclipse.ajdt.core.ASPECTJRT_CONTAINER<doubleQuotes46>/><newline46mondego>"
"34splitHere46","1265517splitHere46","<!--aspectjrt from Maven repository--><newline46mondego><classpathentry kind=<doubleQuotes46>lib<doubleQuotes46> path=<doubleQuotes46>C:/maven-2.2.0/repo/aspectj/aspectjrt/1.5.3/aspectjrt-1.5.3.jar<doubleQuotes46>/><newline46mondego>"
"35splitHere46","1265517splitHere46","<!--aspectjrt from Eclipse plugin --><newline46mondego><classpathentry kind=<doubleQuotes46>lib<doubleQuotes46> path=<doubleQuotes46>C:/eclipse-3.5/eclipse/plugins/org.aspectj.runtime_1.6.5.20090618034232/aspectjrt.jar<doubleQuotes46>/><newline46mondego>"
"36splitHere46","1265517splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>UTF-8<doubleQuotes46> ?><newline46mondego><!DOCTYPE log4j:configuration SYSTEM <doubleQuotes46>log4j.dtd<doubleQuotes46>><newline46mondego><newline46mondego><log4j:configuration xmlns:log4j=<doubleQuotes46>http://jakarta.apache.org/log4j/<doubleQuotes46>><newline46mondego>  <appender name=<doubleQuotes46>console<doubleQuotes46> class=<doubleQuotes46>org.apache.log4j.ConsoleAppender<doubleQuotes46>> <newline46mondego>    <param name=<doubleQuotes46>Target<doubleQuotes46> value=<doubleQuotes46>System.out<doubleQuotes46>/> <newline46mondego>    <layout class=<doubleQuotes46>org.apache.log4j.PatternLayout<doubleQuotes46>> <newline46mondego>      <param name=<doubleQuotes46>ConversionPattern<doubleQuotes46> value=<doubleQuotes46>%-5p %c{1} - %m%n<doubleQuotes46>/> <newline46mondego>    </layout> <newline46mondego>  </appender> <newline46mondego><newline46mondego>  <root> <newline46mondego>    <priority value =<doubleQuotes46>debug<doubleQuotes46> /> <newline46mondego>    <appender-ref ref=<doubleQuotes46>console<doubleQuotes46> /> <newline46mondego>  </root><newline46mondego><newline46mondego></log4j:configuration><newline46mondego>"
"37splitHere46","1265517splitHere46","DEBUG class - A<newline46mondego>INFO  Logging - Exit function: void target.Main.doSomethingAa(int, String, Map)<newline46mondego>INFO  Logging - Entering function: doSomethingB with input parameters:  [java.lang.String name] = [TalG]<newline46mondego>DEBUG class - B<newline46mondego>INFO  Logging - Exit function: void target.Main.doSomethingB(int, String)<newline46mondego>INFO  Logging - Entering function: doSomethingB with input parameters:  [java.lang.String name] = [GuyG]<newline46mondego>DEBUG class - B<newline46mondego>INFO  Logging - Exit function: void target.Main.doSomethingB(int, String)<newline46mondego>Finished running main<newline46mondego>"
"38splitHere46","1266065splitHere46","-Xmx"
"39splitHere46","1266065splitHere46","-Xms"
"40splitHere46","1266111splitHere46","displaytag.properties"
"41splitHere46","1266111splitHere46","src/comp/bre/sub/config"
"42splitHere46","1266111splitHere46","displaytag.properties"
"43splitHere46","1266111splitHere46","/WEB-INF/classes"
"44splitHere46","1266228splitHere46","log4j.rootLogger=debug,A1<newline46mondego>"
"45splitHere46","1266786splitHere46","org.aopalliance.intercept.MethodInterceptor"
"46splitHere46","1266953splitHere46",".class"
"47splitHere46","1266959splitHere46","find()"
"48splitHere46","1267036splitHere46","=> perl -e 'print <doubleQuotes46>\x84<doubleQuotes46>' | iconv -f utf8 -t utf8<newline46mondego>iconv: illegal input sequence at position 0<newline46mondego>"
"49splitHere46","1267036splitHere46","#!/usr/bin/perl<newline46mondego>use MIME::Base64;<newline46mondego>use DBI;<newline46mondego><newline46mondego>my $dbh = DBI->connect( <doubleQuotes46>dbi:Pg:dbname=depesz;port=5840<doubleQuotes46>, <doubleQuotes46>depesz<doubleQuotes46> );<newline46mondego>my $blob = <doubleQuotes46>\x84<doubleQuotes46>;<newline46mondego>my $encoded = encode_base64( $blob );<newline46mondego>$dbh->do(<doubleQuotes46>INSERT INTO q (x) VALUES (decode(?, 'base64'))<doubleQuotes46>, undef, $encoded );<newline46mondego>"
"50splitHere46","1267036splitHere46","Table <doubleQuotes46>public.q<doubleQuotes46><newline46mondego> Column | Type  | Modifiers<newline46mondego>--------+-------+-----------<newline46mondego> x      | bytea |<newline46mondego>"
"51splitHere46","1267036splitHere46","# select x, octet_length(x) from q;<newline46mondego>  x   | octet_length<newline46mondego>------+--------------<newline46mondego> \x84 |            1<newline46mondego>(1 row)<newline46mondego>"
"52splitHere46","1267326splitHere46","final Array<Integer> a = array(1, 2, 3);  <newline46mondego>final Array<Integer> b = a.map({int i => i + 42});  <newline46mondego>arrayShow(intShow).println(b); // {43,44,45}<newline46mondego>"
"53splitHere46","1267352splitHere46","META-INF"
"54splitHere46","1267352splitHere46","<metainf>"
"55splitHere46","1267352splitHere46","<ear destfile=<doubleQuotes46>${dist.dir}/${ant.project.name}.ear<doubleQuotes46> <newline46mondego>  appxml=<doubleQuotes46>${conf.dir}/application.xml<doubleQuotes46>><newline46mondego>  <metainf dir=<doubleQuotes46>${build.dir/META-INF}<doubleQuotes46>/><newline46mondego>  <fileset dir=<doubleQuotes46>${dist.dir}<doubleQuotes46> includes=<doubleQuotes46>*.jar,*.war<doubleQuotes46>/><newline46mondego></ear><newline46mondego>"
"56splitHere46","1267495splitHere46","<newline46mondego>public class TriStateActionListener implements ActionListener{<newline46mondego>    final protected Icon icon;<newline46mondego><newline46mondego>    public TriStateActionListener(Icon icon){<newline46mondego>        this.icon=icon;<newline46mondego>    }<newline46mondego><newline46mondego>    public static Boolean getState(javax.swing.JCheckBox cb){<newline46mondego>        if (cb.getIcon()==null) return null;<newline46mondego>        if (cb.isSelected()) return true;<newline46mondego>        else return false;<newline46mondego>    }<newline46mondego><newline46mondego>    public void actionPerformed(ActionEvent e) {<newline46mondego>        javax.swing.JCheckBox cb=(javax.swing.JCheckBox)e.getSource();<newline46mondego>        if (!cb.isSelected()){<newline46mondego>            cb.setIcon(icon);<newline46mondego>        }<newline46mondego>        else if (cb.getIcon()!=null){<newline46mondego>            cb.setIcon(null);<newline46mondego>            cb.setSelected(false);<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"57splitHere46","1267495splitHere46","<newline46mondego>jCheckBox1.addActionListener(new TriStateActionListener(getResourceMap().getIcon(<doubleQuotes46>TriStateIcon<doubleQuotes46>)));<newline46mondego>"
"58splitHere46","1268042splitHere46","values"
"59splitHere46","1268042splitHere46","valueOf"
"60splitHere46","1268042splitHere46","/**<newline46mondego>* Returns an array containing the constants of this enum <newline46mondego>* type, in the order they're declared.  This method may be<newline46mondego>* used to iterate over the constants as follows:<newline46mondego>*<newline46mondego>*    for(E c : E.values())<newline46mondego>*        System.out.println(c);<newline46mondego>*<newline46mondego>* @return an array containing the constants of this enum <newline46mondego>* type, in the order they're declared<newline46mondego>*/<newline46mondego>public static E[] values();<newline46mondego><newline46mondego>/**<newline46mondego>* Returns the enum constant of this type with the specified<newline46mondego>* name.<newline46mondego>* The string must match exactly an identifier used to declare<newline46mondego>* an enum constant in this type.  (Extraneous whitespace <newline46mondego>* characters are not permitted.)<newline46mondego>* <newline46mondego>* @return the enum constant with the specified name<newline46mondego>* @throws IllegalArgumentException if this enum type has no<newline46mondego>* constant with the specified name<newline46mondego>*/<newline46mondego>public static E valueOf(String name);<newline46mondego>"
"61splitHere46","1268042splitHere46","javap"
"62splitHere46","1268198splitHere46","setDefaultCloseOperation(DO_NOTHING_ON_CLOSE);<newline46mondego>"
"63splitHere46","1268305splitHere46","AbstractHandlerMapping.getHandler()"
"64splitHere46","1268305splitHere46","HandlerExecutionChain"
"65splitHere46","1268380splitHere46","strtotime"
"66splitHere46","1268380splitHere46","Matcher"
"67splitHere46","1268380splitHere46","registerMatcher"
"68splitHere46","1268380splitHere46","public final class strtotime {<newline46mondego><newline46mondego>    private static final List<Matcher> matchers;<newline46mondego><newline46mondego>    static {<newline46mondego>        matchers = new LinkedList<Matcher>();<newline46mondego>        matchers.add(new NowMatcher());<newline46mondego>        matchers.add(new TomorrowMatcher());<newline46mondego>        matchers.add(new DateFormatMatcher(new SimpleDateFormat(<doubleQuotes46>yyyy.MM.dd G 'at' HH:mm:ss z<doubleQuotes46>)));<newline46mondego>        matchers.add(new DateFormatMatcher(new SimpleDateFormat(<doubleQuotes46>EEE, d MMM yyyy HH:mm:ss Z<doubleQuotes46>)));<newline46mondego>        matchers.add(new DateFormatMatcher(new SimpleDateFormat(<doubleQuotes46>yyyy MM dd<doubleQuotes46>)));<newline46mondego>        // add as many format as you want <newline46mondego>    }<newline46mondego><newline46mondego>    // not thread-safe<newline46mondego>    public static void registerMatcher(Matcher matcher) {<newline46mondego>        matchers.add(matcher);<newline46mondego>    }<newline46mondego><newline46mondego>    public static interface Matcher {<newline46mondego><newline46mondego>        public Date tryConvert(String input);<newline46mondego>    }<newline46mondego><newline46mondego>    private static class DateFormatMatcher implements Matcher {<newline46mondego><newline46mondego>        private final DateFormat dateFormat;<newline46mondego><newline46mondego>        public DateFormatMatcher(DateFormat dateFormat) {<newline46mondego>            this.dateFormat = dateFormat;<newline46mondego>        }<newline46mondego><newline46mondego>        public Date tryConvert(String input) {<newline46mondego>            try {<newline46mondego>                return dateFormat.parse(input);<newline46mondego>            } catch (ParseException ex) {<newline46mondego>                return null;<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    private static class NowMatcher implements Matcher {<newline46mondego><newline46mondego>        private final Pattern now = Pattern.compile(<doubleQuotes46>now<doubleQuotes46>);<newline46mondego><newline46mondego>        public Date tryConvert(String input) {<newline46mondego>            if (now.matcher(input).matches()) {<newline46mondego>                return new Date();<newline46mondego>            } else {<newline46mondego>                return null;<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    private static class TomorrowMatcher implements Matcher {<newline46mondego><newline46mondego>        private final Pattern tomorrow = Pattern.compile(<doubleQuotes46>tomorrow<doubleQuotes46>);<newline46mondego><newline46mondego>        public Date tryConvert(String input) {<newline46mondego>            if (tomorrow.matcher(input).matches()) {<newline46mondego>                Calendar calendar = Calendar.getInstance();<newline46mondego>                calendar.add(Calendar.DAY_OF_YEAR, +1);<newline46mondego>                return calendar.getTime();<newline46mondego>            } else {<newline46mondego>                return null;<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    public static Date strtotime(String input) {<newline46mondego>        for (Matcher matcher : matchers) {<newline46mondego>            Date date = matcher.tryConvert(input);<newline46mondego><newline46mondego>            if (date != null) {<newline46mondego>                return date;<newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>        return null;<newline46mondego>    }<newline46mondego><newline46mondego>    private strtotime() {<newline46mondego>        throw new UnsupportedOperationException();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"69splitHere46","1268380splitHere46","Date now = strtotime(<doubleQuotes46>now<doubleQuotes46>);<newline46mondego> Date tomorrow = strtotime(<doubleQuotes46>tomorrow<doubleQuotes46>);<newline46mondego>"
"70splitHere46","1268380splitHere46","strtotime.registerMatcher(new Matcher() {<newline46mondego><newline46mondego>    private final Pattern days = Pattern.compile(<doubleQuotes46>[\\-\\+]?\\d+ days<doubleQuotes46>);<newline46mondego><newline46mondego>    public Date tryConvert(String input) {<newline46mondego><newline46mondego>        if (days.matcher(input).matches()) {<newline46mondego>            int d = Integer.parseInt(input.split(<doubleQuotes46> <doubleQuotes46>)[0]);<newline46mondego>            Calendar calendar = Calendar.getInstance();<newline46mondego>            calendar.add(Calendar.DAY_OF_YEAR, d);<newline46mondego>            return calendar.getTime();<newline46mondego>        }<newline46mondego><newline46mondego>        return null;<newline46mondego>    }<newline46mondego>});<newline46mondego>"
"71splitHere46","1268380splitHere46","System.out.println(strtotime(<doubleQuotes46>3 days<doubleQuotes46>));<newline46mondego>System.out.println(strtotime(<doubleQuotes46>-3 days<doubleQuotes46>));<newline46mondego>"
"72splitHere46","1268380splitHere46","Wed Aug 12 22:18:57 CEST 2009"
"73splitHere46","1268514splitHere46","ENV['LC_CTYPE'] = 'en_US.UTF-8'<newline46mondego>"
"74splitHere46","1268544splitHere46","foo(<doubleQuotes46>test<doubleQuotes46>);<newline46mondego>"
"75splitHere46","1268647splitHere46","Object"
"76splitHere46","1268647splitHere46","CharSequence"
"77splitHere46","1268647splitHere46","public static CharSequence foo(CharSequence s) {<newline46mondego>  return (CharSequence) new StringBuilder(s);<newline46mondego>}<newline46mondego>"
"78splitHere46","1268647splitHere46","System.out.println((String)foo(<doubleQuotes46>hello<doubleQuotes46>));<newline46mondego>"
"79splitHere46","1268647splitHere46","(String)"
"80splitHere46","1268885splitHere46","String className = <doubleQuotes46>Class1<doubleQuotes46>;<newline46mondego>Object xyz = Class.forName(className).newInstance();<newline46mondego>"
"81splitHere46","1268885splitHere46","import java.lang.reflect.*;<newline46mondego><newline46mondego>Param1Type param1;<newline46mondego>Param2Type param2;<newline46mondego>String className = <doubleQuotes46>Class1<doubleQuotes46>;<newline46mondego>Class cl = Class.forName(className);<newline46mondego>Constructor con = cl.getConstructor(Param1Type.class, Param2Type.class);<newline46mondego>Object xyz = con.newInstance(param1, param2);<newline46mondego>"
"82splitHere46","1269053splitHere46","#ifdef __cplusplus"
"83splitHere46","1269588splitHere46","dechex ( int $number )<newline46mondego>"
"84splitHere46","1269726splitHere46","public"
"85splitHere46","1269726splitHere46","SuppresWarnings"
"86splitHere46","1269726splitHere46","SuppressWarnings"
"87splitHere46","1269826splitHere46","cat Main.java <newline46mondego><newline46mondego>public class Main {<newline46mondego>    public static void main( String [] args ) {<newline46mondego>        System.out.println( Thread.currentThread().getPriority() );<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>javac Main.java<newline46mondego><newline46mondego>java Main<newline46mondego>5<newline46mondego>"
"88splitHere46","1269873splitHere46","Lingua::EN::FindNumber"
"89splitHere46","1269873splitHere46","# This is from Lingua::EN::Words2Nums, after being thrown through<newline46mondego># Regex::PreSuf<newline46mondego>my $numbers =<newline46mondego>    qr/((?:b(?:akers?dozen|illi(?:ard|on))|centillion|d(?:ecilli(?:ard|on)|ozen|u(?:o(?:decilli(?:ard|on)|vigintillion)|vigintillion))|e(?:ight(?:een|ieth|[yh])?|leven(?:ty(?:first|one))?|s)|f(?:i(?:ft(?:een|ieth|[yh])|rst|ve)|o(?:rt(?:ieth|y)|ur(?:t(?:ieth|[yh]))?))|g(?:oogol(?:plex)?|ross)|hundred|mi(?:l(?:ion|li(?:ard|on))|nus)|n(?:aught|egative|in(?:et(?:ieth|y)|t(?:een|[yh])|e)|o(?:nilli(?:ard|on)|ught|vem(?:dec|vigint)illion))|o(?:ct(?:illi(?:ard|on)|o(?:dec|vigint)illion)|ne)|qu(?:a(?:drilli(?:ard|on)|ttuor(?:decilli(?:ard|on)|vigintillion))|in(?:decilli(?:ard|on)|tilli(?:ard|on)|vigintillion))|s(?:core|e(?:cond|pt(?:en(?:dec|vigint)illion|illi(?:ard|on))|ven(?:t(?:ieth|y))?|x(?:decillion|tilli(?:ard|on)|vigintillion))|ix(?:t(?:ieth|y))?)|t(?:ee?n|h(?:ir(?:t(?:een|ieth|y)|d)|ousand|ree)|r(?:e(?:decilli(?:ard|on)|vigintillion)|i(?:gintillion|lli(?:ard|on)))|w(?:e(?:l(?:fth|ve)|nt(?:ieth|y))|o)|h)|un(?:decilli(?:ard|on)|vigintillion)|vigintillion|zero|s))/i;<newline46mondego>"
"90splitHere46","1269873splitHere46","#!/usr/bin/perl<newline46mondego><newline46mondego>use strict;<newline46mondego>use warnings;<newline46mondego><newline46mondego>use Regex::PreSuf;<newline46mondego><newline46mondego>my %singledigit = (<newline46mondego>    one    => 1,<newline46mondego>    two    => 2,<newline46mondego>    three  => 3,<newline46mondego>    four   => 4,<newline46mondego>    five   => 5,<newline46mondego>    six    => 6,<newline46mondego>    seven  => 7,<newline46mondego>    eight  => 8,<newline46mondego>    nine   => 9,<newline46mondego>);<newline46mondego><newline46mondego>my $singledigit = presuf(keys %singledigit);<newline46mondego><newline46mondego>print $singledigit, <doubleQuotes46>\n<doubleQuotes46>;<newline46mondego><newline46mondego>my $text = <doubleQuotes46>one two three four five six seven eight nine<doubleQuotes46>;<newline46mondego><newline46mondego>$text =~ s/($singledigit)/$singledigit{$1}/g;<newline46mondego><newline46mondego>print $text, <doubleQuotes46>\n<doubleQuotes46>;<newline46mondego>"
"91splitHere46","1270107splitHere46","\u4345"
"92splitHere46","1270107splitHere46","\uxxxx"
"93splitHere46","1270107splitHere46","// new in Java6<newline46mondego>props.load(new InputStreamReader(new FileInputStream(file), 'UTF-8'));<newline46mondego>"
"94splitHere46","1270561splitHere46","public boolean isCellEditable( EventObject e )<newline46mondego>"
"95splitHere46","1270561splitHere46","int row = ( (JTable) e.getSource() ).rowAtPoint(e.getPoint());<newline46mondego>int column = ( (JTable) e.getSource() ).columnAtPoint(e.getPoint());<newline46mondego>"
"96splitHere46","1270561splitHere46","similar too<newline46mondego>table.getInputMap().put(KeyStroke.getKeyStroke(<doubleQuotes46>DOWN<doubleQuotes46>), <doubleQuotes46>doMyArrowDown<doubleQuotes46>);<newline46mondego>table.getTable().getActionMap().put(<doubleQuotes46>doMyArrowDown<doubleQuotes46>, new ArrowDownAction());<newline46mondego>"
"97splitHere46","1270561splitHere46","table.editCellAt(row, column );<newline46mondego>"
"98splitHere46","1271148splitHere46","public class X509 {<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>    	FileInputStream is;<newline46mondego>    	try {<newline46mondego>    		is = new FileInputStream(<doubleQuotes46>/tmp/certificate_x509.pem<doubleQuotes46>);<newline46mondego>    		CertificateFactory x509CertFact = CertificateFactory.getInstance(<doubleQuotes46>X.509<doubleQuotes46>);<newline46mondego>    		X509Certificate cert = (X509Certificate)x509CertFact.generateCertificate(is);<newline46mondego>    		String thumbprint = getThumbPrint(cert);<newline46mondego>    		System.out.println(thumbprint);<newline46mondego><newline46mondego>    	} catch (FileNotFoundException e) {<newline46mondego>    		e.printStackTrace();<newline46mondego>    	} catch (CertificateException e) {<newline46mondego>    		e.printStackTrace();<newline46mondego>    	} catch (NoSuchAlgorithmException e) {<newline46mondego>    		e.printStackTrace();<newline46mondego>    	}<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    public static String getThumbPrint(X509Certificate cert) <newline46mondego>    	throws NoSuchAlgorithmException, CertificateEncodingException {<newline46mondego>    	MessageDigest md = MessageDigest.getInstance(<doubleQuotes46>SHA-1<doubleQuotes46>);<newline46mondego>    	byte[] der = cert.getEncoded();<newline46mondego>    	md.update(der);<newline46mondego>    	byte[] digest = md.digest();<newline46mondego>    	return hexify(digest);<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    public static String hexify (byte bytes[]) {<newline46mondego><newline46mondego>    	char[] hexDigits = {'0', '1', '2', '3', '4', '5', '6', '7', <newline46mondego>    			'8', '9', 'a', 'b', 'c', 'd', 'e', 'f'};<newline46mondego><newline46mondego>    	StringBuffer buf = new StringBuffer(bytes.length * 2);<newline46mondego><newline46mondego>        for (int i = 0; i < bytes.length; ++i) {<newline46mondego>        	buf.append(hexDigits[(bytes[i] & 0xf0) >> 4]);<newline46mondego>            buf.append(hexDigits[bytes[i] & 0x0f]);<newline46mondego>        }<newline46mondego><newline46mondego>        return buf.toString();<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"99splitHere46","1271262splitHere46","GZIPInputStream gzipInputStream = new GZIPInputStream(new FileInputStream(inFilename));<newline46mondego>byte[] buf = new byte[1024];<newline46mondego>int len;<newline46mondego>while ((len = gzipInputStream.read(buf)) > 0) {<newline46mondego>    // buf contains uncompressed data      <newline46mondego>}<newline46mondego>"
"100splitHere46","1271283splitHere46","<dependency><newline46mondego>  <groupId>javax.xml</groupId><newline46mondego>  <artifactId>jaxb-impl</artifactId><newline46mondego>  <version>2.1</version><newline46mondego></dependency><newline46mondego>"
"101splitHere46","1271342splitHere46","<% include file=<doubleQuotes46>target.jsp<doubleQuotes46> %>"
"102splitHere46","1271342splitHere46","target.jsp"
"103splitHere46","1271342splitHere46","target.jsp"
"104splitHere46","1271342splitHere46","<jsp:include page=<doubleQuotes46>target.jsp<doubleQuotes46>/"
"105splitHere46","1271342splitHere46","target.jsp"
"106splitHere46","1271442splitHere46","PS Perm Generation"
"107splitHere46","1271682splitHere46","action.putValue(Action.SELECTED_KEY, Boolean.TRUE);<newline46mondego>"
"108splitHere46","1271763splitHere46","children.size()"
"109splitHere46","1271763splitHere46","next()"
